Datetime,Open,High,Low,Close,Volume,MA_Fast,MA_Slow,TR,ATR,Signal,Position,Capital,Shares_Held
2023-12-01 09:15:00,84900.0,85000.0,84600.0,84700.0,46700,,,400.0,,0,,10000000,0
2023-12-01 09:30:00,84700.0,84700.0,84600.0,84700.0,14400,,,100.0,,0,0.0,10000000,0
2023-12-01 09:45:00,84700.0,84700.0,84500.0,84500.0,36200,,,200.0,,0,0.0,10000000,0
2023-12-01 10:00:00,84600.0,84600.0,84500.0,84500.0,21100,,,100.0,,0,0.0,10000000,0
2023-12-01 10:15:00,84600.0,84600.0,84400.0,84500.0,46400,,,200.0,,0,0.0,10000000,0
2023-12-01 10:30:00,84500.0,84600.0,84500.0,84500.0,14600,,,100.0,,0,0.0,10000000,0
2023-12-01 10:45:00,84500.0,84500.0,84300.0,84300.0,69200,,,200.0,,0,0.0,10000000,0
2023-12-01 11:00:00,84400.0,84400.0,84300.0,84300.0,24100,,,100.0,,0,0.0,10000000,0
2023-12-01 11:15:00,84300.0,84400.0,84200.0,84300.0,49400,,,200.0,,0,0.0,10000000,0
2023-12-01 11:30:00,84300.0,84300.0,84300.0,84300.0,300,,,0.0,,0,0.0,10000000,0
2023-12-01 13:00:00,84300.0,84300.0,84100.0,84200.0,70000,,,200.0,,0,0.0,10000000,0
2023-12-01 13:15:00,84200.0,84400.0,84200.0,84300.0,37000,,,200.0,,0,0.0,10000000,0
2023-12-01 13:30:00,84300.0,84300.0,84200.0,84200.0,12500,,,100.0,,0,0.0,10000000,0
2023-12-01 13:45:00,84300.0,84400.0,84200.0,84300.0,90200,,,200.0,164.28571428571428,0,0.0,10000000,0
2023-12-01 14:00:00,84300.0,84700.0,84300.0,84600.0,82000,,,400.0,164.28571428571428,0,0.0,10000000,0
2023-12-01 14:15:00,84600.0,85000.0,84400.0,84900.0,112900,,,600.0,200.0,0,0.0,10000000,0
2023-12-01 14:45:00,85000.0,85000.0,85000.0,85000.0,56700,,,0.0,185.71428571428572,0,0.0,10000000,0
2023-12-04 09:15:00,85400.0,85400.0,84800.0,85100.0,19400,,,600.0,221.42857142857142,0,0.0,10000000,0
2023-12-04 09:30:00,85000.0,85200.0,85000.0,85000.0,27900,,,200.0,221.42857142857142,0,0.0,10000000,0
2023-12-04 09:45:00,85000.0,85200.0,85000.0,85000.0,44500,,,200.0,228.57142857142858,0,0.0,10000000,0
2023-12-04 10:00:00,85000.0,85100.0,84900.0,84900.0,59500,,,200.0,228.57142857142858,0,0.0,10000000,0
2023-12-04 10:15:00,85000.0,85300.0,84900.0,85200.0,11700,,,400.0,250.0,0,0.0,10000000,0
2023-12-04 10:30:00,85200.0,85700.0,85200.0,85700.0,271300,,,500.0,271.42857142857144,0,0.0,10000000,0
2023-12-04 10:45:00,85700.0,86200.0,85700.0,85800.0,114900,,,500.0,307.14285714285717,0,0.0,10000000,0
2023-12-04 11:00:00,85800.0,86200.0,85800.0,86100.0,73100,,,400.0,321.42857142857144,0,0.0,10000000,0
2023-12-04 11:15:00,86100.0,86100.0,85800.0,85800.0,45800,,,300.0,328.57142857142856,0,0.0,10000000,0
2023-12-04 13:00:00,85800.0,86000.0,85700.0,85800.0,32000,,,300.0,342.85714285714283,0,0.0,10000000,0
2023-12-04 13:15:00,85800.0,85900.0,85800.0,85800.0,24500,,,100.0,335.7142857142857,0,0.0,10000000,0
2023-12-04 13:30:00,85800.0,86000.0,85500.0,85900.0,77500,,,500.0,342.85714285714283,0,0.0,10000000,0
2023-12-04 13:45:00,85500.0,85900.0,85400.0,85900.0,50300,,,500.0,335.7142857142857,0,0.0,10000000,0
2023-12-04 14:00:00,85900.0,86200.0,85900.0,86000.0,152400,,,300.0,357.14285714285717,0,0.0,10000000,0
2023-12-04 14:15:00,86200.0,86200.0,85500.0,85800.0,95000,,,700.0,364.2857142857143,0,0.0,10000000,0
2023-12-04 14:45:00,86000.0,86000.0,86000.0,86000.0,0,,,0.0,350.0,0,0.0,10000000,0
2023-12-05 09:15:00,86000.0,86100.0,86000.0,86000.0,75301,,,100.0,342.85714285714283,0,0.0,10000000,0
2023-12-05 09:30:00,86000.0,86000.0,85700.0,85700.0,63900,,,300.0,350.0,0,0.0,10000000,0
2023-12-05 09:45:00,85800.0,85800.0,85700.0,85700.0,13700,,,100.0,328.57142857142856,0,0.0,10000000,0
2023-12-05 10:00:00,85700.0,85800.0,85600.0,85600.0,52200,,,200.0,307.14285714285717,0,0.0,10000000,0
2023-12-05 10:15:00,85600.0,85700.0,85500.0,85600.0,36900,,,200.0,285.7142857142857,0,0.0,10000000,0
2023-12-05 10:30:00,85500.0,85600.0,85500.0,85500.0,57600,,,100.0,264.2857142857143,0,0.0,10000000,0
2023-12-05 10:45:00,85500.0,85600.0,85400.0,85500.0,44500,,,200.0,257.14285714285717,0,0.0,10000000,0
2023-12-05 11:00:00,85400.0,85500.0,85300.0,85300.0,48200,,,200.0,250.0,0,0.0,10000000,0
2023-12-05 11:15:00,85300.0,85400.0,85200.0,85200.0,38400,,,200.0,257.14285714285717,0,0.0,10000000,0
2023-12-05 13:00:00,85300.0,85400.0,85200.0,85300.0,28700,,,200.0,235.71428571428572,0,0.0,10000000,0
2023-12-05 13:15:00,85300.0,85400.0,85200.0,85300.0,1391860,,,200.0,214.28571428571428,0,0.0,10000000,0
2023-12-05 13:30:00,85300.0,85400.0,85200.0,85300.0,34500,,,200.0,207.14285714285714,0,0.0,10000000,0
2023-12-05 13:45:00,85300.0,85400.0,85200.0,85300.0,63600,,,200.0,171.42857142857142,0,0.0,10000000,0
2023-12-05 14:00:00,85400.0,85400.0,85100.0,85200.0,87100,,,300.0,192.85714285714286,0,0.0,10000000,0
2023-12-05 14:15:00,85200.0,85400.0,84800.0,85200.0,246300,,,600.0,228.57142857142858,0,0.0,10000000,0
2023-12-05 14:45:00,85400.0,85400.0,85400.0,85400.0,0,,,0.0,207.14285714285714,0,0.0,10000000,0
2023-12-06 09:15:00,85300.0,85400.0,85100.0,85200.0,21400,85164.0,,300.0,221.42857142857142,0,0.0,10000000,0
2023-12-06 09:30:00,85200.0,85200.0,85000.0,85100.0,51300,85172.0,,200.0,221.42857142857142,0,0.0,10000000,0
2023-12-06 09:45:00,85100.0,85200.0,85000.0,85100.0,23900,85180.0,,200.0,221.42857142857142,0,0.0,10000000,0
2023-12-06 10:00:00,85100.0,85300.0,85000.0,85200.0,19600,85194.0,,300.0,235.71428571428572,0,0.0,10000000,0
2023-12-06 10:15:00,85200.0,85200.0,85100.0,85200.0,24400,85208.0,,100.0,228.57142857142858,0,0.0,10000000,0
2023-12-06 10:30:00,85200.0,85400.0,85200.0,85400.0,65500,85226.0,,200.0,228.57142857142858,0,0.0,10000000,0
2023-12-06 10:45:00,85400.0,85800.0,85400.0,85600.0,63700,85248.0,,400.0,242.85714285714286,0,0.0,10000000,0
2023-12-06 11:00:00,85600.0,85700.0,85400.0,85700.0,23600,85276.0,,300.0,250.0,0,0.0,10000000,0
2023-12-06 11:15:00,85600.0,85700.0,85300.0,85400.0,20000,85298.0,,400.0,264.2857142857143,0,0.0,10000000,0
2023-12-06 13:00:00,85400.0,85600.0,85300.0,85600.0,104500,85324.0,,300.0,271.42857142857144,0,0.0,10000000,0
2023-12-06 13:15:00,85600.0,85600.0,85500.0,85600.0,11600,85350.0,,100.0,264.2857142857143,0,0.0,10000000,0
2023-12-06 13:30:00,85600.0,85600.0,85500.0,85500.0,26000,85376.0,,100.0,250.0,0,0.0,10000000,0
2023-12-06 13:45:00,85600.0,85600.0,85400.0,85500.0,39000,85400.0,,200.0,221.42857142857142,0,0.0,10000000,0
2023-12-06 14:00:00,85500.0,85500.0,85400.0,85500.0,34200,85426.0,,100.0,228.57142857142858,0,0.0,10000000,0
2023-12-06 14:15:00,85400.0,86000.0,85300.0,85900.0,167700,85458.0,,700.0,257.14285714285717,0,0.0,10000000,0
2023-12-06 14:45:00,85900.0,85900.0,85900.0,85900.0,0,85484.0,,0.0,242.85714285714286,0,0.0,10000000,0
2023-12-07 09:15:00,85700.0,85900.0,85200.0,85600.0,70200,85498.0,,700.0,278.57142857142856,0,0.0,10000000,0
2023-12-07 09:30:00,85600.0,85700.0,85300.0,85400.0,85800,85506.0,,400.0,285.7142857142857,0,0.0,10000000,0
2023-12-07 09:45:00,85400.0,85500.0,85300.0,85400.0,92200,85512.0,,200.0,292.85714285714283,0,0.0,10000000,0
2023-12-07 10:00:00,85400.0,85400.0,85000.0,85300.0,156800,85518.0,,400.0,307.14285714285717,0,0.0,10000000,0
2023-12-07 10:15:00,85300.0,85500.0,85200.0,85400.0,18500,85526.0,,300.0,300.0,0,0.0,10000000,0
2023-12-07 10:30:00,85300.0,85600.0,85300.0,85400.0,32400,85536.0,,300.0,300.0,0,0.0,10000000,0
2023-12-07 10:45:00,85400.0,85400.0,85200.0,85400.0,16300,85540.0,,200.0,285.7142857142857,0,0.0,10000000,0
2023-12-07 11:00:00,85400.0,85600.0,85300.0,85500.0,63500,85536.0,,300.0,285.7142857142857,0,0.0,10000000,0
2023-12-07 11:15:00,85300.0,85600.0,85200.0,85200.0,19200,85524.0,,400.0,307.14285714285717,0,0.0,10000000,0
2023-12-07 13:00:00,85200.0,85600.0,85200.0,85400.0,34400,85510.0,,400.0,328.57142857142856,0,0.0,10000000,0
2023-12-07 13:15:00,85300.0,85400.0,85100.0,85100.0,728100,85496.0,,300.0,335.7142857142857,0,0.0,10000000,0
2023-12-07 13:30:00,85100.0,85400.0,85100.0,85400.0,663260,85488.0,,300.0,350.0,0,0.0,10000000,0
2023-12-07 13:45:00,85300.0,85400.0,85100.0,85300.0,126700,85478.0,,300.0,321.42857142857144,0,0.0,10000000,0
2023-12-07 14:00:00,85400.0,85800.0,85400.0,85500.0,64500,85470.0,,400.0,350.0,0,0.0,10000000,0
2023-12-07 14:15:00,85500.0,86000.0,85400.0,85800.0,183100,85468.0,,600.0,342.85714285714283,0,0.0,10000000,0
2023-12-07 14:45:00,85200.0,85200.0,85200.0,85200.0,48500,85452.0,,0.0,314.2857142857143,0,0.0,10000000,0
2023-12-08 09:15:00,85200.0,85500.0,85100.0,85300.0,52700,85442.0,,400.0,328.57142857142856,0,0.0,10000000,0
2023-12-08 09:30:00,85300.0,85300.0,85200.0,85200.0,36400,85426.0,,100.0,307.14285714285717,0,0.0,10000000,0
2023-12-08 09:45:00,85200.0,85300.0,85200.0,85200.0,27900,85410.0,,100.0,292.85714285714283,0,0.0,10000000,0
