,Timestamp,Open,High,Low,Close,Volume,Date_time,MA_Fast,MA_Slow,ATR,TP,SL,CurTime
19,1705137300000,1.0894,1.0898,1.0893,1.0897,300085.6,2024-01-13 09:15:00,,,0.00028571428571431767,0.00022857142857145415,0.00011428571428572708,17
20,1705138200000,1.0897,1.0898,1.0897,1.0898,125209.9,2024-01-13 09:30:00,,,0.00027142857142862083,0.00021714285714289667,0.00010857142857144834,17
21,1705139100000,1.0898,1.0906,1.0897,1.0905,279979.1,2024-01-13 09:45:00,,,0.00032857142857148754,0.00026285714285719,0.000131428571428595,17
22,1705140000000,1.0905,1.0908,1.0905,1.0907,194742.8,2024-01-13 10:00:00,,,0.00034285714285720026,0.00027428571428576024,0.00013714285714288012,17
23,1705140900000,1.0908,1.0912,1.0907,1.0912,236864.6,2024-01-13 10:15:00,,,0.0003714285714286257,0.00029714285714290057,0.00014857142857145029,17
24,1705141800000,1.0912,1.0912,1.0911,1.0911,122202.9,2024-01-13 10:30:00,,,0.0003214285714286312,0.00025714285714290496,0.00012857142857145248,17
25,1705142700000,1.0912,1.0912,1.0911,1.0911,111829.2,2024-01-13 10:45:00,,,0.0003142857142857748,0.00025142857142861985,0.00012571428571430993,17
26,1705143600000,1.0912,1.0912,1.0911,1.0911,119353.7,2024-01-13 11:00:00,,,0.0003000000000000621,0.0002400000000000497,0.00012000000000002484,17
27,1705144500000,1.0912,1.0912,1.0911,1.0912,136388.0,2024-01-13 11:15:00,,,0.0002785714285714772,0.00022285714285718178,0.00011142857142859089,17
28,1705145400000,1.0912,1.0912,1.091,1.091,155540.3,2024-01-13 11:30:00,,,0.00027857142857146133,0.00022285714285716907,0.00011142857142858454,17
29,1705146300000,1.091,1.0911,1.0908,1.0909,299759.1,2024-01-13 11:45:00,,,0.00028571428571430184,0.00022857142857144147,0.00011428571428572073,17
30,1705147200000,1.0909,1.0909,1.0908,1.0908,160900.2,2024-01-13 12:00:00,,,0.0002642857142857328,0.00021142857142858625,0.00010571428571429312,17
31,1705148100000,1.0908,1.0909,1.0908,1.0908,109299.5,2024-01-13 12:15:00,,,0.0002571428571428764,0.00020571428571430114,0.00010285714285715057,17
32,1705149000000,1.0908,1.0909,1.0907,1.0907,169016.6,2024-01-13 12:30:00,,,0.0002571428571428764,0.00020571428571430114,0.00010285714285715057,17
33,1705149900000,1.0907,1.0909,1.0907,1.0909,332171.4,2024-01-13 12:45:00,,,0.00023571428571429149,0.0001885714285714332,9.42857142857166e-05,17
34,1705150800000,1.0909,1.091,1.0908,1.0909,123278.9,2024-01-13 13:00:00,,,0.00024285714285713196,0.00019428571428570558,9.714285714285279e-05,17
35,1705151700000,1.0909,1.091,1.0909,1.091,107811.1,2024-01-13 13:15:00,,,0.00018571428571426525,0.0001485714285714122,7.42857142857061e-05,17
36,1705152600000,1.091,1.091,1.0907,1.0908,247349.0,2024-01-13 13:30:00,,,0.00018571428571426525,0.0001485714285714122,7.42857142857061e-05,17
37,1705153500000,1.0908,1.0908,1.0907,1.0907,138904.2,2024-01-13 13:45:00,,,0.00015714285714283984,0.00012571428571427187,6.285714285713594e-05,17
38,1705154400000,1.0907,1.0908,1.0906,1.0906,309256.0,2024-01-13 14:00:00,,,0.0001642857142856962,0.00013142857142855695,6.571428571427848e-05,17
39,1705155300000,1.0906,1.0907,1.0906,1.0906,132864.6,2024-01-13 14:15:00,,,0.0001642857142856962,0.00013142857142855695,6.571428571427848e-05,17
40,1705156200000,1.0906,1.0907,1.0906,1.0906,148148.5,2024-01-13 14:30:00,,,0.0001642857142856962,0.00013142857142855695,6.571428571427848e-05,17
41,1705157100000,1.0906,1.0909,1.0904,1.0908,325573.2,2024-01-13 14:45:00,,,0.0001928571428571216,0.0001542857142856973,7.714285714284866e-05,17
42,1705158000000,1.0908,1.091,1.0908,1.0909,266690.1,2024-01-13 15:00:00,,,0.0001928571428571216,0.0001542857142856973,7.714285714284866e-05,17
43,1705158900000,1.091,1.091,1.0909,1.0909,119816.6,2024-01-13 15:15:00,,,0.0001785714285714089,0.00014285714285712712,7.142857142856356e-05,17
44,1705159800000,1.091,1.091,1.0909,1.091,120515.4,2024-01-13 15:30:00,,,0.0001785714285714089,0.00014285714285712712,7.142857142856356e-05,17
45,1705160700000,1.0909,1.091,1.0909,1.0909,110078.3,2024-01-13 15:45:00,,,0.0001785714285714089,0.00014285714285712712,7.142857142856356e-05,17
46,1705161600000,1.0909,1.091,1.0909,1.0909,163038.9,2024-01-13 16:00:00,,,0.00017142857142855256,0.00013714285714284206,6.857142857142103e-05,17
47,1705162500000,1.091,1.091,1.0908,1.0909,150792.7,2024-01-13 16:15:00,,,0.00017142857142855256,0.00013714285714284206,6.857142857142103e-05,17
48,1705163400000,1.0908,1.0909,1.0908,1.0908,124970.1,2024-01-13 16:30:00,,,0.0001642857142856962,0.00013142857142855695,6.571428571427848e-05,17
49,1705164300000,1.0909,1.0909,1.0908,1.0909,119517.4,2024-01-13 16:45:00,1.090674,,0.0001642857142856962,0.00013142857142855695,6.571428571427848e-05,17
50,1705165200000,1.0909,1.0909,1.0906,1.0907,292217.1,2024-01-13 17:00:00,1.090654,,0.0001642857142856962,0.00013142857142855695,6.571428571427848e-05,17
51,1705166100000,1.0907,1.0913,1.0906,1.0912,325776.9,2024-01-13 17:15:00,1.09065,,0.00020714285714283433,0.00016571428571426748,8.285714285713374e-05,17
52,1705167000000,1.0912,1.0913,1.0911,1.0911,111242.2,2024-01-13 17:30:00,1.0906399999999998,,0.00020714285714283433,0.00016571428571426748,8.285714285713374e-05,17
53,1705167900000,1.0911,1.0912,1.0909,1.0909,112624.8,2024-01-13 17:45:00,1.090634,,0.00022142857142854705,0.00017714285714283764,8.857142857141882e-05,17
54,1705168800000,1.0909,1.091,1.0908,1.0908,121429.4,2024-01-13 18:00:00,1.090626,,0.00022857142857140339,0.00018285714285712273,9.142857142856136e-05,17
55,1705169700000,1.0908,1.0909,1.0906,1.0907,158557.4,2024-01-13 18:15:00,1.09062,,0.0002142857142856907,0.00017142857142855256,8.571428571427628e-05,17
56,1705170600000,1.0907,1.0909,1.0906,1.0908,206670.9,2024-01-13 18:30:00,1.090616,,0.00022142857142854705,0.00017714285714283764,8.857142857141882e-05,17
57,1705171500000,1.0909,1.0909,1.0908,1.0908,88686.6,2024-01-13 18:45:00,1.090614,,0.00022142857142854705,0.00017714285714283764,8.857142857141882e-05,17
58,1705172400000,1.0908,1.0909,1.0908,1.0908,87424.4,2024-01-13 19:00:00,1.090612,,0.00022142857142854705,0.00017714285714283764,8.857142857141882e-05,17
59,1705173300000,1.0908,1.0909,1.0908,1.0908,128926.1,2024-01-13 19:15:00,1.0906099999999999,,0.00022142857142854705,0.00017714285714283764,8.857142857141882e-05,17
60,1705174200000,1.0909,1.0909,1.0908,1.0908,105352.9,2024-01-13 19:30:00,1.090624,,0.00022142857142854705,0.00017714285714283764,8.857142857141882e-05,17
61,1705175100000,1.0908,1.0909,1.0908,1.0908,121753.1,2024-01-13 19:45:00,1.090638,,0.0002142857142856907,0.00017142857142855256,8.571428571427628e-05,17
62,1705176000000,1.0908,1.0909,1.0908,1.0908,93152.2,2024-01-13 20:00:00,1.090658,,0.0002142857142856907,0.00017142857142855256,8.571428571427628e-05,17
63,1705176900000,1.0908,1.0909,1.0908,1.0908,155711.8,2024-01-13 20:15:00,1.090682,,0.0002142857142856907,0.00017142857142855256,8.571428571427628e-05,17
64,1705177800000,1.0909,1.0909,1.0906,1.0906,144174.3,2024-01-13 20:30:00,1.0907,,0.0002142857142856907,0.00017142857142855256,8.571428571427628e-05,17
65,1705178700000,1.0906,1.0907,1.0905,1.0906,154874.4,2024-01-13 20:45:00,1.0907200000000001,,0.0001785714285714089,0.00014285714285712712,7.142857142856356e-05,17
66,1705179600000,1.0906,1.0907,1.0905,1.0906,93350.2,2024-01-13 21:00:00,1.090744,,0.0001785714285714089,0.00014285714285712712,7.142857142856356e-05,17
67,1705180500000,1.0906,1.0907,1.0904,1.0905,121732.7,2024-01-13 21:15:00,1.090764,,0.0001785714285714089,0.00014285714285712712,7.142857142856356e-05,17
68,1705181400000,1.0906,1.0906,1.0905,1.0905,78742.4,2024-01-13 21:30:00,1.090786,,0.00017142857142855256,0.00013714285714284206,6.857142857142103e-05,17
69,1705182300000,1.0905,1.0906,1.09,1.0901,200598.1,2024-01-13 21:45:00,1.0907939999999998,,0.0001928571428571216,0.0001542857142856973,7.714285714284866e-05,17
70,1705183200000,1.0901,1.0902,1.09,1.0901,197134.9,2024-01-13 22:00:00,1.0908,,0.00018571428571426525,0.0001485714285714122,7.42857142857061e-05,17
71,1705184100000,1.0901,1.0903,1.09,1.0903,189011.7,2024-01-13 22:15:00,1.090796,,0.00019999999999997797,0.0001599999999999824,7.99999999999912e-05,17
72,1705185000000,1.0903,1.0905,1.0902,1.0905,43922.0,2024-01-13 22:30:00,1.0907919999999998,,0.0002142857142856907,0.00017142857142855256,8.571428571427628e-05,17
73,1705185900000,1.0905,1.0905,1.0904,1.0905,70955.8,2024-01-13 22:45:00,1.090778,,0.0002142857142856907,0.00017142857142855256,8.571428571427628e-05,17
74,1705186800000,1.0905,1.0905,1.0904,1.0904,105546.0,2024-01-13 23:00:00,1.0907639999999998,,0.0002142857142856907,0.00017142857142855256,8.571428571427628e-05,17
75,1705187700000,1.0904,1.0905,1.0904,1.0905,234933.7,2024-01-13 23:15:00,1.090752,,0.0002142857142856907,0.00017142857142855256,8.571428571427628e-05,17
76,1705188600000,1.0905,1.091,1.0904,1.0909,135697.5,2024-01-13 23:30:00,1.090748,,0.00024999999999997247,0.00019999999999997797,9.999999999998899e-05,17
77,1705189500000,1.0909,1.091,1.0909,1.0909,55307.3,2024-01-13 23:45:00,1.090742,,0.00024999999999997247,0.00019999999999997797,9.999999999998899e-05,17
78,1705190400000,1.0909,1.091,1.0909,1.091,67900.9,2024-01-14 00:00:00,1.090742,,0.00023571428571425975,0.0001885714285714078,9.42857142857039e-05,17
79,1705191300000,1.0909,1.091,1.0909,1.0909,95042.4,2024-01-14 00:15:00,1.0907419999999999,,0.00022857142857140339,0.00018285714285712273,9.142857142856136e-05,17
80,1705192200000,1.0909,1.091,1.0909,1.091,93050.5,2024-01-14 00:30:00,1.090746,,0.00022142857142854705,0.00017714285714283764,8.857142857141882e-05,17
81,1705193100000,1.091,1.0911,1.0909,1.0911,56613.7,2024-01-14 00:45:00,1.090752,,0.0002142857142856907,0.00017142857142855256,8.571428571427628e-05,17
82,1705194000000,1.0911,1.0911,1.091,1.0911,63075.0,2024-01-14 01:00:00,1.0907600000000002,,0.0002142857142856907,0.00017142857142855256,8.571428571427628e-05,17
83,1705194900000,1.091,1.0911,1.091,1.091,43300.6,2024-01-14 01:15:00,1.090762,,0.0001785714285714089,0.00014285714285712712,7.142857142856356e-05,17
84,1705195800000,1.091,1.0911,1.0909,1.0909,46056.5,2024-01-14 01:30:00,1.090762,,0.0001785714285714089,0.00014285714285712712,7.142857142856356e-05,17
85,1705196700000,1.091,1.091,1.0909,1.0909,25733.3,2024-01-14 01:45:00,1.09076,,0.0001642857142856962,0.00013142857142855695,6.571428571427848e-05,17
86,1705197600000,1.0909,1.091,1.0907,1.0907,23704.8,2024-01-14 02:00:00,1.0907580000000001,,0.0001642857142856962,0.00013142857142855695,6.571428571427848e-05,17
87,1705198500000,1.0908,1.0908,1.0901,1.0901,44241.6,2024-01-14 02:15:00,1.090746,,0.00020714285714283433,0.00016571428571426748,8.285714285713374e-05,17
88,1705199400000,1.0901,1.0902,1.0898,1.0898,70244.1,2024-01-14 02:30:00,1.09073,,0.00022857142857140339,0.00018285714285712273,9.142857142856136e-05,17
89,1705200300000,1.0899,1.0899,1.0898,1.0898,18371.9,2024-01-14 02:45:00,1.0907140000000002,,0.00022857142857140339,0.00018285714285712273,9.142857142856136e-05,17
90,1705201200000,1.0898,1.0899,1.0898,1.0898,64014.3,2024-01-14 03:00:00,1.090698,,0.0001928571428571216,0.0001542857142856973,7.714285714284866e-05,17
91,1705202100000,1.0898,1.0899,1.0898,1.0898,28203.3,2024-01-14 03:15:00,1.090678,,0.0001928571428571216,0.0001542857142856973,7.714285714284866e-05,17
92,1705203000000,1.0898,1.0899,1.0898,1.0899,70721.4,2024-01-14 03:30:00,1.0906580000000001,,0.0001928571428571216,0.0001542857142856973,7.714285714284866e-05,17
93,1705203900000,1.0899,1.0906,1.0898,1.0906,22974.0,2024-01-14 03:45:00,1.090652,,0.0002428571428571161,0.0001942857142856929,9.714285714284645e-05,17
94,1705204800000,1.0906,1.0906,1.0905,1.0905,10539.7,2024-01-14 04:00:00,1.090642,,0.0002428571428571161,0.0001942857142856929,9.714285714284645e-05,17
95,1705205700000,1.0905,1.0906,1.0905,1.0905,14412.9,2024-01-14 04:15:00,1.090634,,0.00023571428571425975,0.0001885714285714078,9.42857142857039e-05,17
96,1705206600000,1.0906,1.0908,1.0905,1.0905,17205.4,2024-01-14 04:30:00,1.090626,,0.00024999999999997247,0.00019999999999997797,9.999999999998899e-05,17
97,1705207500000,1.0906,1.0906,1.0905,1.0906,17834.2,2024-01-14 04:45:00,1.0906200000000001,,0.00024999999999997247,0.00019999999999997797,9.999999999998899e-05,17
98,1705208400000,1.0905,1.0906,1.0905,1.0905,13979.0,2024-01-14 05:00:00,1.090614,,0.0002428571428571161,0.0001942857142856929,9.714285714284645e-05,17
99,1705209300000,1.0905,1.0906,1.0905,1.0906,20399.4,2024-01-14 05:15:00,1.090608,,0.0002428571428571161,0.0001942857142856929,9.714285714284645e-05,17
100,1705210200000,1.0906,1.0906,1.0905,1.0906,40780.9,2024-01-14 05:30:00,1.090606,,0.00022857142857140339,0.00018285714285712273,9.142857142856136e-05,17
101,1705211100000,1.0906,1.0906,1.0905,1.0906,10843.0,2024-01-14 05:45:00,1.090594,,0.00018571428571426525,0.0001485714285714122,7.42857142857061e-05,17
102,1705212000000,1.0906,1.0906,1.0905,1.0906,12013.8,2024-01-14 06:00:00,1.090584,,0.0001642857142856962,0.00013142857142855695,6.571428571427848e-05,17
103,1705212900000,1.0905,1.0906,1.0905,1.0906,17009.9,2024-01-14 06:15:00,1.090578,,0.0001642857142856962,0.00013142857142855695,6.571428571427848e-05,17
104,1705213800000,1.0906,1.0909,1.0906,1.0909,28150.6,2024-01-14 06:30:00,1.09058,,0.0001785714285714089,0.00014285714285712712,7.142857142856356e-05,17
105,1705214700000,1.0909,1.0909,1.0908,1.0909,36400.8,2024-01-14 06:45:00,1.090584,,0.0001785714285714089,0.00014285714285712712,7.142857142856356e-05,17
106,1705215600000,1.0909,1.0909,1.0908,1.0909,30620.7,2024-01-14 07:00:00,1.090586,,0.0001785714285714089,0.00014285714285712712,7.142857142856356e-05,17
107,1705216500000,1.0909,1.0909,1.0908,1.0909,39131.6,2024-01-14 07:15:00,1.0905880000000001,,0.0001285714285714144,0.00010285714285713153,5.1428571428565764e-05,17
108,1705217400000,1.0908,1.091,1.0908,1.091,30416.3,2024-01-14 07:30:00,1.090592,,0.00013571428571427076,0.00010857142857141661,5.4285714285708305e-05,17
109,1705218300000,1.091,1.091,1.0909,1.0909,27415.5,2024-01-14 07:45:00,1.090594,,0.00013571428571427076,0.00010857142857141661,5.4285714285708305e-05,17
110,1705219200000,1.091,1.091,1.0908,1.0908,298307.8,2024-01-14 08:00:00,1.090594,,0.0001285714285714144,0.00010285714285713153,5.1428571428565764e-05,17
111,1705220100000,1.0909,1.0909,1.0908,1.0908,63508.3,2024-01-14 08:15:00,1.090594,,0.0001285714285714144,0.00010285714285713153,5.1428571428565764e-05,17
112,1705221000000,1.0908,1.0909,1.0908,1.0909,61505.6,2024-01-14 08:30:00,1.0905960000000001,,0.0001285714285714144,0.00010285714285713153,5.1428571428565764e-05,17
113,1705221900000,1.0908,1.0909,1.0905,1.0906,76046.9,2024-01-14 08:45:00,1.090592,,0.00014999999999998348,0.00011999999999998679,5.9999999999993395e-05,17
114,1705222800000,1.0905,1.0906,1.0905,1.0906,48541.2,2024-01-14 09:00:00,1.090592,,0.00014999999999998348,0.00011999999999998679,5.9999999999993395e-05,17
115,1705223700000,1.0906,1.0906,1.0904,1.0905,64864.1,2024-01-14 09:15:00,1.09059,,0.00015714285714283984,0.00012571428571427187,6.285714285713594e-05,17
116,1705224600000,1.0906,1.0906,1.0905,1.0906,100832.7,2024-01-14 09:30:00,1.09059,,0.00015714285714283984,0.00012571428571427187,6.285714285713594e-05,17
117,1705225500000,1.0905,1.0906,1.0902,1.0903,101029.6,2024-01-14 09:45:00,1.090586,,0.0001785714285714089,0.00014285714285712712,7.142857142856356e-05,17
118,1705226400000,1.0903,1.0903,1.0902,1.0903,151825.2,2024-01-14 10:00:00,1.090582,,0.0001642857142856962,0.00013142857142855695,6.571428571427848e-05,17
119,1705227300000,1.0903,1.0903,1.0901,1.0901,103562.2,2024-01-14 10:15:00,1.090582,,0.00017142857142855256,0.00013714285714284206,6.857142857142103e-05,17
120,1705228200000,1.0901,1.0902,1.0894,1.0896,112278.8,2024-01-14 10:30:00,1.090572,,0.0002214285714285629,0.00017714285714285033,8.857142857142516e-05,17
121,1705229100000,1.0896,1.0896,1.0895,1.0896,94327.6,2024-01-14 10:45:00,1.0905580000000001,,0.0002214285714285629,0.00017714285714285033,8.857142857142516e-05,17
122,1705230000000,1.0895,1.0901,1.0895,1.0901,193813.4,2024-01-14 11:00:00,1.0905500000000001,,0.0002500000000000042,0.00020000000000000334,0.00010000000000000167,17
123,1705230900000,1.0901,1.0901,1.09,1.09,78866.9,2024-01-14 11:15:00,1.09054,,0.0002500000000000042,0.00020000000000000334,0.00010000000000000167,17
124,1705231800000,1.09,1.0901,1.09,1.0901,87419.7,2024-01-14 11:30:00,1.0905340000000001,,0.00024285714285714782,0.00019428571428571826,9.714285714285913e-05,17
125,1705232700000,1.09,1.0901,1.09,1.09,119466.3,2024-01-14 11:45:00,1.0905239999999998,,0.00024285714285714782,0.00019428571428571826,9.714285714285913e-05,17
126,1705233600000,1.09,1.0901,1.09,1.09,109482.1,2024-01-14 12:00:00,1.090506,,0.00024285714285714782,0.00019428571428571826,9.714285714285913e-05,17
127,1705234500000,1.09,1.0901,1.09,1.0901,106227.6,2024-01-14 12:15:00,1.09049,,0.00022142857142857877,0.000177142857142863,8.85714285714315e-05,17
128,1705235400000,1.09,1.0901,1.09,1.0901,123970.9,2024-01-14 12:30:00,1.090472,,0.00022142857142857877,0.000177142857142863,8.85714285714315e-05,17
129,1705236300000,1.0901,1.0906,1.09,1.0904,163120.8,2024-01-14 12:45:00,1.090462,,0.0002500000000000042,0.00020000000000000334,0.00010000000000000167,17
130,1705237200000,1.0903,1.0904,1.0903,1.0903,130975.4,2024-01-14 13:00:00,1.090448,,0.0002500000000000042,0.00020000000000000334,0.00010000000000000167,17
131,1705238100000,1.0903,1.0904,1.0903,1.0903,118221.7,2024-01-14 13:15:00,1.090432,,0.00022857142857143513,0.00018285714285714812,9.142857142857406e-05,17
132,1705239000000,1.0904,1.0904,1.0903,1.0904,108918.2,2024-01-14 13:30:00,1.0904179999999999,,0.00022857142857143513,0.00018285714285714812,9.142857142857406e-05,17
133,1705239900000,1.0903,1.0904,1.0903,1.0903,157389.8,2024-01-14 13:45:00,1.0904040000000002,,0.00022142857142857877,0.000177142857142863,8.85714285714315e-05,17
134,1705240800000,1.0904,1.0904,1.09,1.0901,82958.6,2024-01-14 14:00:00,1.0903880000000001,,0.00019285714285713747,0.00015428571428571,7.7142857142855e-05,17
135,1705241700000,1.0901,1.0901,1.09,1.0901,141317.0,2024-01-14 14:15:00,1.0903720000000001,,0.00019285714285713747,0.00015428571428571,7.7142857142855e-05,17
136,1705242600000,1.09,1.0912,1.09,1.0911,245118.0,2024-01-14 14:30:00,1.09038,,0.00023571428571425975,0.0001885714285714078,9.42857142857039e-05,17
137,1705243500000,1.0911,1.0913,1.0911,1.0912,181003.8,2024-01-14 14:45:00,1.090402,,0.0002428571428571161,0.0001942857142856929,9.714285714284645e-05,17
138,1705244400000,1.0912,1.0913,1.0912,1.0912,143584.2,2024-01-14 15:00:00,1.09043,,0.0002428571428571161,0.0001942857142856929,9.714285714284645e-05,17
139,1705245300000,1.0912,1.0913,1.0912,1.0912,114407.6,2024-01-14 15:15:00,1.090458,,0.0002428571428571161,0.0001942857142856929,9.714285714284645e-05,17
140,1705246200000,1.0912,1.0913,1.0912,1.0912,89580.8,2024-01-14 15:30:00,1.090486,,0.0002428571428571161,0.0001942857142856929,9.714285714284645e-05,17
141,1705247100000,1.0912,1.0913,1.0912,1.0913,144097.5,2024-01-14 15:45:00,1.090516,,0.0002428571428571161,0.0001942857142856929,9.714285714284645e-05,17
142,1705248000000,1.0913,1.0913,1.0911,1.0911,145519.5,2024-01-14 16:00:00,1.0905399999999998,,0.00024999999999997247,0.00019999999999997797,9.999999999998899e-05,17
143,1705248900000,1.0911,1.0912,1.0911,1.0912,225218.9,2024-01-14 16:15:00,1.090552,,0.0002142857142856907,0.00017142857142855256,8.571428571427628e-05,17
144,1705249800000,1.0911,1.0912,1.0911,1.0911,197918.8,2024-01-14 16:30:00,1.090564,,0.0002142857142856907,0.00017142857142855256,8.571428571427628e-05,17
145,1705250700000,1.0911,1.0912,1.0911,1.0912,141606.2,2024-01-14 16:45:00,1.090578,,0.0002142857142856907,0.00017142857142855256,8.571428571427628e-05,17
146,1705251600000,1.0912,1.0913,1.0911,1.0913,210579.3,2024-01-14 17:00:00,1.090594,,0.00022142857142854705,0.00017714285714283764,8.857142857141882e-05,17
147,1705252500000,1.0912,1.0914,1.0912,1.0914,177453.7,2024-01-14 17:15:00,1.0906099999999999,,0.00022857142857140339,0.00018285714285712273,9.142857142856136e-05,17
148,1705253400000,1.0913,1.0915,1.0913,1.0914,173185.8,2024-01-14 17:30:00,1.090628,,0.0002142857142856907,0.00017142857142855256,8.571428571427628e-05,17
149,1705254300000,1.0914,1.0916,1.0914,1.0915,134075.8,2024-01-14 17:45:00,1.0906460000000002,,0.00022142857142854705,0.00017714285714283764,8.857142857141882e-05,17
150,1705255200000,1.0915,1.0918,1.0915,1.0917,119559.1,2024-01-14 18:00:00,1.090668,,0.0001571428571428557,0.00012571428571428456,6.285714285714228e-05,17
151,1705256100000,1.0918,1.0921,1.0917,1.0921,230404.7,2024-01-14 18:15:00,1.090698,,0.00017142857142858427,0.00013714285714286743,6.857142857143372e-05,17
152,1705257000000,1.0921,1.0922,1.092,1.0921,228596.1,2024-01-14 18:30:00,1.090728,,0.00017857142857144063,0.00014285714285715252,7.142857142857626e-05,17
153,1705257900000,1.0921,1.0922,1.0921,1.0921,96757.3,2024-01-14 18:45:00,1.0907580000000001,,0.00017857142857144063,0.00014285714285715252,7.142857142857626e-05,17
154,1705258800000,1.0921,1.0922,1.0921,1.0922,96551.8,2024-01-14 19:00:00,1.090784,,0.00017857142857144063,0.00014285714285715252,7.142857142857626e-05,17
155,1705259700000,1.0921,1.0923,1.0921,1.0923,117516.7,2024-01-14 19:15:00,1.090812,,0.000185714285714297,0.0001485714285714376,7.42857142857188e-05,17
156,1705260600000,1.0923,1.0923,1.0922,1.0922,136171.8,2024-01-14 19:30:00,1.0908380000000002,,0.00017857142857144063,0.00014285714285715252,7.142857142857626e-05,17
157,1705261500000,1.0922,1.0923,1.0922,1.0922,148481.8,2024-01-14 19:45:00,1.090864,,0.00017857142857144063,0.00014285714285715252,7.142857142857626e-05,17
158,1705262400000,1.0923,1.0923,1.0921,1.0921,325716.1,2024-01-14 20:00:00,1.0908860000000002,,0.000185714285714297,0.0001485714285714376,7.42857142857188e-05,17
159,1705263300000,1.0921,1.0922,1.092,1.0921,184842.5,2024-01-14 20:15:00,1.09091,,0.00019285714285715333,0.00015428571428572268,7.714285714286134e-05,17
160,1705264200000,1.0921,1.0921,1.092,1.0921,201477.9,2024-01-14 20:30:00,1.0909360000000001,,0.000185714285714297,0.0001485714285714376,7.42857142857188e-05,17
161,1705265100000,1.092,1.0921,1.092,1.0921,89310.5,2024-01-14 20:45:00,1.0909620000000002,,0.00017857142857144063,0.00014285714285715252,7.142857142857626e-05,17
162,1705266000000,1.0921,1.0921,1.092,1.0921,93419.9,2024-01-14 21:00:00,1.090986,,0.00017142857142858427,0.00013714285714286743,6.857142857143372e-05,17
163,1705266900000,1.092,1.0921,1.092,1.0921,109576.4,2024-01-14 21:15:00,1.091016,,0.0001642857142857279,0.00013142857142858232,6.571428571429116e-05,17
164,1705267800000,1.0921,1.0921,1.092,1.092,108572.2,2024-01-14 21:30:00,1.091044,,0.00014999999999999934,0.00011999999999999947,5.999999999999974e-05,17
165,1705268700000,1.092,1.0921,1.092,1.092,130175.2,2024-01-14 21:45:00,1.0910739999999999,,0.0001285714285714144,0.00010285714285713153,5.1428571428565764e-05,17
166,1705269600000,1.092,1.0921,1.0914,1.0916,303804.7,2024-01-14 22:00:00,1.091094,,0.00016428571428571206,0.00013142857142856964,6.571428571428482e-05,17
167,1705270500000,1.0915,1.0917,1.0915,1.0916,274082.9,2024-01-14 22:15:00,1.09112,,0.00017142857142856842,0.00013714285714285475,6.857142857142737e-05,17
168,1705271400000,1.0917,1.0921,1.0916,1.092,202003.2,2024-01-14 22:30:00,1.0911540000000002,,0.00020000000000000969,0.00016000000000000777,8.000000000000388e-05,17
