,Datetime,Open,High,Low,Close,Volume,MA_Fast,MA_Slow,TR,ATR,Signal,Position,Capital,Lots_Bought
0,2022-01-03,1.1373846530914307,1.1375917196273804,1.1285407543182373,1.1373459100723267,0,,,0.009050965309143066,,0,,1000000.0,0.0
1,2022-01-04,1.1301988363265991,1.1323001384735107,1.1273448467254639,1.1302244663238525,0,,,0.004955291748046875,,0,0.0,1000000.0,0.0
2,2022-01-05,1.1285407543182373,1.1345586776733398,1.1277644634246826,1.1283625364303589,0,,,0.0067942142486572266,,0,0.0,1000000.0,0.0
3,2022-01-06,1.1312217712402344,1.1330673694610596,1.1285535097122192,1.1313496828079224,0,,,0.004513859748840332,,0,0.0,1000000.0,0.0
4,2022-01-07,1.129586100578308,1.1359764337539673,1.1290504932403564,1.1296881437301636,0,,,0.00692594051361084,,0,0.0,1000000.0,0.0
5,2022-01-10,1.135344386100769,1.1359764337539673,1.1288337707519531,1.1353960037231445,0,,,0.00714266300201416,,0,0.0,1000000.0,0.0
6,2022-01-11,1.1332728862762451,1.136899709701538,1.1315544843673706,1.1330417394638062,0,,,0.0053452253341674805,,0,0.0,1000000.0,0.0
7,2022-01-12,1.1370097398757935,1.1433000564575195,1.1355764865875244,1.1366478204727173,0,,,0.007723569869995117,,0,0.0,1000000.0,0.0
8,2022-01-13,1.1439814567565918,1.1479079723358154,1.1436413526535034,1.144164800643921,0,,,0.004266619682312012,,0,0.0,1000000.0,0.0
9,2022-01-14,1.14565908908844,1.148369312286377,1.1410053968429565,1.1457115411758423,0,,,0.00736391544342041,,0,0.0,1000000.0,0.0
10,2022-01-17,1.1412137746810913,1.143458366394043,1.1393154859542847,1.1410704851150513,0,,,0.004142880439758301,,0,0.0,1000000.0,0.0
11,2022-01-18,1.141291856765747,1.1423349380493164,1.1329647302627563,1.1410574913024902,0,,,0.009370207786560059,,0,0.0,1000000.0,0.0
12,2022-01-19,1.1330032348632812,1.1356796026229858,1.1319515705108643,1.1329647302627563,0,,,0.003728032112121582,,0,0.0,1000000.0,0.0
13,2022-01-20,1.134352684020996,1.136893391609192,1.1330161094665527,1.1343399286270142,0,,,0.00387728214263916,0.006085761955806187,0,0.0,1000000.0,0.0
14,2022-01-21,1.1315417289733887,1.1361054182052612,1.1302244663238525,1.1313753128051758,0,,,0.005880951881408691,0.005859332425253732,0,0.0,1000000.0,0.0
15,2022-01-24,1.1340954303741455,1.1340954303741455,1.1291396617889404,1.1341469287872314,0,,,0.004955768585205078,0.0058593664850507465,0,0.0,1000000.0,0.0
