Datetime,Open,High,Low,Close,Volume,MA_Fast,MA_Slow,TR,ATR,Signal,Position,Capital,Shares_Held,Market_Return,Cumulative_Market_Returns,Strategy_Value,Cumulative_Strategy_Returns
2023-12-07 10:15:00,85300.0,85500.0,85200.0,85400.0,18500,85526.0,,300.0,300.0,0,0.0,10000000,0,0.0011723329425556983,1.0082644628099173,10000000.0,1.0
2023-12-07 10:30:00,85300.0,85600.0,85300.0,85400.0,32400,85536.0,,300.0,300.0,0,0.0,10000000,0,0.0,1.0082644628099173,10000000.0,1.0
2023-12-07 10:45:00,85400.0,85400.0,85200.0,85400.0,16300,85540.0,,200.0,285.7142857142857,0,0.0,10000000,0,0.0,1.0082644628099173,10000000.0,1.0
2023-12-07 11:00:00,85400.0,85600.0,85300.0,85500.0,63500,85536.0,,300.0,285.7142857142857,0,0.0,10000000,0,0.0011709601873535203,1.009445100354191,10000000.0,1.0
2023-12-07 11:15:00,85300.0,85600.0,85200.0,85200.0,19200,85524.0,,400.0,307.14285714285717,0,0.0,10000000,0,-0.0035087719298245723,1.0059031877213693,10000000.0,1.0
2023-12-07 13:00:00,85200.0,85600.0,85200.0,85400.0,34400,85510.0,,400.0,328.57142857142856,0,0.0,10000000,0,0.0023474178403755097,1.008264462809917,10000000.0,1.0
2023-12-07 13:15:00,85300.0,85400.0,85100.0,85100.0,728100,85496.0,,300.0,335.7142857142857,0,0.0,10000000,0,-0.003512880562060894,1.0047225501770953,10000000.0,1.0
2023-12-07 13:30:00,85100.0,85400.0,85100.0,85400.0,663260,85488.0,,300.0,350.0,0,0.0,10000000,0,0.003525264394829586,1.008264462809917,10000000.0,1.0
2023-12-07 13:45:00,85300.0,85400.0,85100.0,85300.0,126700,85478.0,,300.0,321.42857142857144,0,0.0,10000000,0,-0.0011709601873536313,1.007083825265643,10000000.0,1.0
2023-12-07 14:00:00,85400.0,85800.0,85400.0,85500.0,64500,85470.0,,400.0,350.0,0,0.0,10000000,0,0.0023446658851113966,1.0094451003541909,10000000.0,1.0
2023-12-07 14:15:00,85500.0,86000.0,85400.0,85800.0,183100,85468.0,,600.0,342.85714285714283,0,0.0,10000000,0,0.0035087719298245723,1.0129870129870127,10000000.0,1.0
2023-12-07 14:45:00,85200.0,85200.0,85200.0,85200.0,48500,85452.0,,0.0,314.2857142857143,0,0.0,10000000,0,-0.006993006993006978,1.0059031877213693,10000000.0,1.0
2023-12-08 09:15:00,85200.0,85500.0,85100.0,85300.0,52700,85442.0,,400.0,328.57142857142856,0,0.0,10000000,0,0.0011737089201877549,1.007083825265643,10000000.0,1.0
2023-12-08 09:30:00,85300.0,85300.0,85200.0,85200.0,36400,85426.0,,100.0,307.14285714285717,0,0.0,10000000,0,-0.0011723329425556983,1.005903187721369,10000000.0,1.0
2023-12-08 09:45:00,85200.0,85300.0,85200.0,85200.0,27900,85410.0,,100.0,292.85714285714283,0,0.0,10000000,0,0.0,1.005903187721369,10000000.0,1.0
2023-12-08 10:00:00,85200.0,85300.0,85100.0,85300.0,46900,85402.0,,200.0,285.7142857142857,0,0.0,10000000,0,0.0011737089201877549,1.0070838252656429,10000000.0,1.0
2023-12-08 10:15:00,85300.0,85300.0,85100.0,85100.0,40900,85390.0,,200.0,285.7142857142857,0,0.0,10000000,0,-0.0023446658851113966,1.004722550177095,10000000.0,1.0
2023-12-08 10:30:00,85100.0,85300.0,85100.0,85200.0,55300,85382.0,,200.0,278.57142857142856,0,0.0,10000000,0,0.001175088131609936,1.005903187721369,10000000.0,1.0
2023-12-08 10:45:00,85100.0,85300.0,85000.0,85100.0,78200,85372.0,,300.0,271.42857142857144,0,0.0,10000000,0,-0.0011737089201877549,1.0047225501770953,10000000.0,1.0
2023-12-08 11:00:00,85100.0,85200.0,85000.0,85200.0,107700,85366.0,,200.0,257.14285714285717,0,0.0,10000000,0,0.001175088131609936,1.0059031877213693,10000000.0,1.0
2023-12-08 11:15:00,85100.0,85200.0,85000.0,85100.0,36700,85358.0,,200.0,250.0,0,0.0,10000000,0,-0.0011737089201877549,1.0047225501770956,10000000.0,1.0
2023-12-08 11:30:00,85100.0,85100.0,85100.0,85100.0,15000,85354.0,,0.0,228.57142857142858,0,0.0,10000000,0,0.0,1.0047225501770956,10000000.0,1.0
2023-12-08 13:00:00,85100.0,85200.0,85100.0,85200.0,124400,85354.0,,100.0,214.28571428571428,0,0.0,10000000,0,0.001175088131609936,1.0059031877213696,10000000.0,1.0
2023-12-08 13:15:00,85100.0,85200.0,85000.0,85100.0,170300,85350.0,,200.0,200.0,0,0.0,10000000,0,-0.0011737089201877549,1.0047225501770958,10000000.0,1.0
2023-12-08 13:30:00,85100.0,85200.0,85000.0,85100.0,62400,85346.0,,200.0,171.42857142857142,0,0.0,10000000,0,0.0,1.0047225501770958,10000000.0,1.0
2023-12-08 13:45:00,85200.0,85400.0,85100.0,85200.0,107300,85344.0,,300.0,192.85714285714286,0,0.0,10000000,0,0.001175088131609936,1.0059031877213698,10000000.0,1.0
2023-12-08 14:00:00,85400.0,85500.0,85100.0,85100.0,59600,85340.0,,400.0,192.85714285714286,0,0.0,10000000,0,-0.0011737089201877549,1.004722550177096,10000000.0,1.0
2023-12-08 14:15:00,85100.0,85300.0,85000.0,85300.0,196800,85342.0,,300.0,207.14285714285714,0,0.0,10000000,0,0.00235017626321965,1.0070838252656438,10000000.0,1.0
2023-12-08 14:45:00,85000.0,85000.0,85000.0,85000.0,62800,85338.0,,0.0,200.0,0,0.0,10000000,0,-0.003516998827667095,1.003541912632822,10000000.0,1.0
2023-12-11 09:15:00,85000.0,85300.0,84800.0,84800.0,87600,85326.0,,500.0,221.42857142857142,0,0.0,10000000,0,-0.0023529411764705577,1.0011806375442742,10000000.0,1.0
2023-12-11 09:30:00,84800.0,84900.0,84500.0,84600.0,131900,85314.0,,400.0,235.71428571428572,0,0.0,10000000,0,-0.002358490566037763,0.9988193624557263,10000000.0,1.0
2023-12-11 09:45:00,84600.0,84700.0,84500.0,84700.0,94700,85306.0,,200.0,235.71428571428572,0,0.0,10000000,0,0.0011820330969267712,1.0000000000000002,10000000.0,1.0
2023-12-11 10:00:00,84600.0,84700.0,84500.0,84500.0,35600,85294.0,,200.0,228.57142857142858,0,0.0,10000000,0,-0.0023612750885477762,0.9976387249114524,10000000.0,1.0
2023-12-11 10:15:00,84500.0,84600.0,84500.0,84600.0,32000,85282.0,,100.0,221.42857142857142,0,0.0,10000000,0,0.0011834319526626835,0.9988193624557263,10000000.0,1.0
2023-12-11 10:30:00,84500.0,84600.0,84500.0,84500.0,38800,85268.0,,100.0,214.28571428571428,0,0.0,10000000,0,-0.0011820330969266601,0.9976387249114524,10000000.0,1.0
2023-12-11 10:45:00,84500.0,84600.0,84400.0,84400.0,42300,85248.0,,200.0,228.57142857142858,0,0.0,10000000,0,-0.0011834319526626835,0.9964580873671786,10000000.0,1.0
2023-12-11 11:00:00,84500.0,84500.0,84300.0,84300.0,58500,85222.0,,200.0,235.71428571428572,0,0.0,10000000,0,-0.0011848341232227888,0.9952774498229046,10000000.0,1.0
2023-12-11 11:15:00,84400.0,84500.0,84300.0,84400.0,38200,85196.0,,200.0,235.71428571428572,0,0.0,10000000,0,0.0011862396204034287,0.9964580873671786,10000000.0,1.0
2023-12-11 13:00:00,84400.0,84500.0,84200.0,84300.0,143800,85174.0,,300.0,242.85714285714286,0,0.0,10000000,0,-0.0011848341232227888,0.9952774498229046,10000000.0,1.0
2023-12-11 13:15:00,84300.0,84300.0,84200.0,84200.0,81900,85146.0,,100.0,228.57142857142858,0,0.0,10000000,0,-0.0011862396204033177,0.9940968122786307,10000000.0,1.0
2023-12-11 13:30:00,84200.0,84300.0,84100.0,84200.0,157500,85118.0,,200.0,214.28571428571428,0,0.0,10000000,0,0.0,0.9940968122786307,10000000.0,1.0
2023-12-11 13:45:00,84200.0,84300.0,84200.0,84200.0,143000,85092.0,,100.0,200.0,0,0.0,10000000,0,0.0,0.9940968122786307,10000000.0,1.0
2023-12-11 14:00:00,84300.0,84500.0,84200.0,84400.0,116500,85070.0,,300.0,221.42857142857142,0,0.0,10000000,0,0.002375296912114022,0.9964580873671784,10000000.0,1.0
2023-12-11 14:15:00,84400.0,84600.0,84200.0,84200.0,1428200,85044.0,,400.0,214.28571428571428,0,0.0,10000000,0,-0.0023696682464454666,0.9940968122786307,10000000.0,1.0
2023-12-11 14:45:00,84200.0,84200.0,84200.0,84200.0,0,85010.0,,0.0,185.71428571428572,0,0.0,10000000,0,0.0,0.9940968122786307,10000000.0,1.0
2023-12-12 09:15:00,84700.0,84700.0,84300.0,84400.0,70500,84980.0,,400.0,200.0,0,0.0,10000000,0,0.002375296912114022,0.9964580873671784,10000000.0,1.0
2023-12-12 09:30:00,84400.0,84500.0,84400.0,84400.0,28000,84956.0,,100.0,192.85714285714286,0,0.0,10000000,0,0.0,0.9964580873671784,10000000.0,1.0
2023-12-12 09:45:00,84400.0,84500.0,84000.0,84100.0,188300,84930.0,,500.0,221.42857142857142,0,0.0,10000000,0,-0.0035545023696682554,0.9929161747343567,10000000.0,1.0
2023-12-12 10:00:00,84200.0,84200.0,84100.0,84100.0,30600,84904.0,,100.0,221.42857142857142,0,0.0,10000000,0,0.0,0.9929161747343567,10000000.0,1.0
2023-12-12 10:15:00,84100.0,84200.0,84100.0,84100.0,63200,84880.0,,100.0,214.28571428571428,0,0.0,10000000,0,0.0,0.9929161747343567,10000000.0,1.0
2023-12-12 10:30:00,84200.0,84200.0,84100.0,84100.0,32700,84854.0,,100.0,207.14285714285714,0,0.0,10000000,0,0.0,0.9929161747343567,10000000.0,1.0
2023-12-12 10:45:00,84200.0,84200.0,84100.0,84100.0,48600,84828.0,,100.0,200.0,0,0.0,10000000,0,0.0,0.9929161747343567,10000000.0,1.0
2023-12-12 11:00:00,84200.0,84200.0,84000.0,84000.0,70700,84800.0,,200.0,192.85714285714286,0,0.0,10000000,0,-0.0011890606420927874,0.9917355371900827,10000000.0,1.0
2023-12-12 11:15:00,84100.0,84200.0,84000.0,84000.0,65800,84770.0,,200.0,200.0,0,0.0,10000000,0,0.0,0.9917355371900827,10000000.0,1.0
2023-12-12 13:00:00,84100.0,84100.0,84000.0,84000.0,40500,84746.0,,100.0,192.85714285714286,0,0.0,10000000,0,0.0,0.9917355371900827,10000000.0,1.0
2023-12-12 13:15:00,84000.0,84200.0,84000.0,84200.0,109400,84722.0,,200.0,200.0,0,0.0,10000000,0,0.0023809523809523725,0.9940968122786304,10000000.0,1.0
2023-12-12 13:30:00,84100.0,84200.0,84000.0,84100.0,129900,84702.0,,200.0,192.85714285714286,0,0.0,10000000,0,-0.001187648456057011,0.9929161747343566,10000000.0,1.0
2023-12-12 13:45:00,84100.0,84200.0,84100.0,84200.0,81200,84678.0,,100.0,171.42857142857142,0,0.0,10000000,0,0.0011890606420927874,0.9940968122786306,10000000.0,1.0
2023-12-12 14:00:00,84100.0,84400.0,84100.0,84300.0,76900,84658.0,,300.0,192.85714285714286,0,0.0,10000000,0,0.0011876484560569,0.9952774498229043,10000000.0,1.0
2023-12-12 14:15:00,84300.0,84400.0,84200.0,84300.0,61400,84634.0,,200.0,178.57142857142858,0,0.0,10000000,0,0.0,0.9952774498229043,10000000.0,1.0
2023-12-12 14:45:00,84200.0,84200.0,84200.0,84200.0,0,84602.0,,0.0,171.42857142857142,0,0.0,10000000,0,-0.0011862396204033177,0.9940968122786304,10000000.0,1.0
2023-12-13 09:15:00,84200.0,84400.0,84200.0,84300.0,46300,84584.0,,200.0,150.0,0,0.0,10000000,0,0.0011876484560569,0.9952774498229042,10000000.0,1.0
2023-12-13 09:30:00,84200.0,84500.0,84100.0,84300.0,59900,84564.0,,400.0,171.42857142857142,0,0.0,10000000,0,0.0,0.9952774498229042,10000000.0,1.0
2023-12-13 09:45:00,84300.0,84500.0,84200.0,84300.0,37600,84546.0,,300.0,185.71428571428572,0,0.0,10000000,0,0.0,0.9952774498229042,10000000.0,1.0
2023-12-13 10:00:00,84300.0,84400.0,84300.0,84300.0,25000,84528.0,,100.0,185.71428571428572,0,0.0,10000000,0,0.0,0.9952774498229042,10000000.0,1.0
2023-12-13 10:15:00,84400.0,84400.0,84200.0,84200.0,24200,84506.0,,200.0,192.85714285714286,0,0.0,10000000,0,-0.0011862396204033177,0.9940968122786303,10000000.0,1.0
2023-12-13 10:30:00,84300.0,84300.0,84200.0,84300.0,31700,84490.0,,100.0,185.71428571428572,0,0.0,10000000,0,0.0011876484560569,0.9952774498229041,10000000.0,1.0
2023-12-13 10:45:00,84200.0,84300.0,84200.0,84200.0,48700,84470.0,,100.0,178.57142857142858,0,0.0,10000000,0,-0.0011862396204033177,0.9940968122786302,10000000.0,1.0
2023-12-13 11:00:00,84200.0,84300.0,84100.0,84200.0,43700,84452.0,,200.0,185.71428571428572,0,0.0,10000000,0,0.0,0.9940968122786302,10000000.0,1.0
2023-12-13 11:15:00,84200.0,84300.0,84100.0,84100.0,19900,84430.0,,200.0,185.71428571428572,0,0.0,10000000,0,-0.001187648456057011,0.9929161747343563,10000000.0,1.0
2023-12-13 13:00:00,84400.0,84500.0,84100.0,84200.0,72700,84412.0,,400.0,200.0,0,0.0,10000000,0,0.0011890606420927874,0.9940968122786303,10000000.0,1.0
2023-12-13 13:15:00,84200.0,84300.0,84100.0,84200.0,305360,84394.0,,200.0,207.14285714285714,0,0.0,10000000,0,0.0,0.9940968122786303,10000000.0,1.0
2023-12-13 13:30:00,84200.0,84400.0,84100.0,84200.0,1115240,84374.0,,300.0,207.14285714285714,0,0.0,10000000,0,0.0,0.9940968122786303,10000000.0,1.0
2023-12-13 13:45:00,84300.0,84300.0,84100.0,84100.0,72300,84354.0,,200.0,207.14285714285714,0,0.0,10000000,0,-0.001187648456057011,0.9929161747343564,10000000.0,1.0
2023-12-13 14:00:00,84200.0,84200.0,84100.0,84100.0,79600,84334.0,,100.0,214.28571428571428,0,0.0,10000000,0,0.0,0.9929161747343564,10000000.0,1.0
2023-12-13 14:15:00,84200.0,84300.0,83800.0,83900.0,368600,84308.0,,500.0,235.71428571428572,0,0.0,10000000,0,-0.0023781212841854638,0.9905548996458087,10000000.0,1.0
2023-12-13 14:45:00,83700.0,83700.0,83700.0,83700.0,170200,84280.0,,0.0,207.14285714285714,0,0.0,10000000,0,-0.0023837902264600697,0.9881936245572609,10000000.0,1.0
2023-12-14 09:15:00,84000.0,84200.0,84000.0,84000.0,45300,84254.0,,200.0,200.0,0,0.0,10000000,0,0.0035842293906809264,0.9917355371900826,10000000.0,1.0
2023-12-14 09:30:00,84000.0,84100.0,84000.0,84000.0,32300,84234.0,,100.0,200.0,0,0.0,10000000,0,0.0,0.9917355371900826,10000000.0,1.0
2023-12-14 09:45:00,84100.0,84200.0,84000.0,84000.0,30600,84218.0,,200.0,200.0,0,0.0,10000000,0,0.0,0.9917355371900826,10000000.0,1.0
2023-12-14 10:00:00,84000.0,84200.0,84000.0,84000.0,42400,84206.0,,200.0,207.14285714285714,0,0.0,10000000,0,0.0,0.9917355371900826,10000000.0,1.0
2023-12-14 10:15:00,84000.0,84300.0,84000.0,84100.0,52500,84194.0,,300.0,221.42857142857142,0,0.0,10000000,0,0.0011904761904761862,0.9929161747343564,10000000.0,1.0
2023-12-14 10:30:00,84100.0,84300.0,84100.0,84200.0,37300,84188.0,,200.0,221.42857142857142,0,0.0,10000000,0,0.0011890606420927874,0.9940968122786304,10000000.0,1.0
2023-12-14 10:45:00,84200.0,84300.0,84100.0,84200.0,60400,84180.0,,200.0,221.42857142857142,0,0.0,10000000,0,0.0,0.9940968122786304,10000000.0,1.0
