Datetime,Open,High,Low,Close,Volume,MA_Fast,MA_Slow,TR,ATR,Signal,Position,Capital,Shares_Held,Market_Return,Cumulative_Market_Returns,Strategy_Value,Cumulative_Strategy_Returns
2023-12-01 09:15:00,84900.0,85000.0,84600.0,84700.0,46700,,,400.0,,0,,10000000,0,,,10000000.0,1.0
2023-12-01 09:30:00,84700.0,84700.0,84600.0,84700.0,14400,,,100.0,,0,0.0,10000000,0,0.0,1.0,10000000.0,1.0
2023-12-01 09:45:00,84700.0,84700.0,84500.0,84500.0,36200,,,200.0,,0,0.0,10000000,0,-0.0023612750885477762,0.9976387249114522,10000000.0,1.0
2023-12-01 10:00:00,84600.0,84600.0,84500.0,84500.0,21100,,,100.0,,0,0.0,10000000,0,0.0,0.9976387249114522,10000000.0,1.0
2023-12-01 10:15:00,84600.0,84600.0,84400.0,84500.0,46400,,,200.0,,0,0.0,10000000,0,0.0,0.9976387249114522,10000000.0,1.0
2023-12-01 10:30:00,84500.0,84600.0,84500.0,84500.0,14600,,,100.0,,0,0.0,10000000,0,0.0,0.9976387249114522,10000000.0,1.0
2023-12-01 10:45:00,84500.0,84500.0,84300.0,84300.0,69200,,,200.0,,0,0.0,10000000,0,-0.002366863905325478,0.9952774498229043,10000000.0,1.0
2023-12-01 11:00:00,84400.0,84400.0,84300.0,84300.0,24100,,,100.0,,0,0.0,10000000,0,0.0,0.9952774498229043,10000000.0,1.0
2023-12-01 11:15:00,84300.0,84400.0,84200.0,84300.0,49400,,,200.0,,0,0.0,10000000,0,0.0,0.9952774498229043,10000000.0,1.0
2023-12-01 11:30:00,84300.0,84300.0,84300.0,84300.0,300,,,0.0,,0,0.0,10000000,0,0.0,0.9952774498229043,10000000.0,1.0
2023-12-01 13:00:00,84300.0,84300.0,84100.0,84200.0,70000,,,200.0,,0,0.0,10000000,0,-0.0011862396204033177,0.9940968122786304,10000000.0,1.0
2023-12-01 13:15:00,84200.0,84400.0,84200.0,84300.0,37000,,,200.0,,0,0.0,10000000,0,0.0011876484560569,0.9952774498229042,10000000.0,1.0
2023-12-01 13:30:00,84300.0,84300.0,84200.0,84200.0,12500,,,100.0,,0,0.0,10000000,0,-0.0011862396204033177,0.9940968122786303,10000000.0,1.0
2023-12-01 13:45:00,84300.0,84400.0,84200.0,84300.0,90200,,,200.0,164.28571428571428,0,0.0,10000000,0,0.0011876484560569,0.9952774498229041,10000000.0,1.0
2023-12-01 14:00:00,84300.0,84700.0,84300.0,84600.0,82000,,,400.0,164.28571428571428,0,0.0,10000000,0,0.003558718861210064,0.9988193624557259,10000000.0,1.0
2023-12-01 14:15:00,84600.0,85000.0,84400.0,84900.0,112900,,,600.0,200.0,0,0.0,10000000,0,0.0035460992907800915,1.0023612750885476,10000000.0,1.0
2023-12-01 14:45:00,85000.0,85000.0,85000.0,85000.0,56700,,,0.0,185.71428571428572,0,0.0,10000000,0,0.0011778563015312216,1.0035419126328216,10000000.0,1.0
2023-12-04 09:15:00,85400.0,85400.0,84800.0,85100.0,19400,,,600.0,221.42857142857142,0,0.0,10000000,0,0.0011764705882353343,1.0047225501770956,10000000.0,1.0
2023-12-04 09:30:00,85000.0,85200.0,85000.0,85000.0,27900,,,200.0,221.42857142857142,0,0.0,10000000,0,-0.001175088131609825,1.0035419126328218,10000000.0,1.0
2023-12-04 09:45:00,85000.0,85200.0,85000.0,85000.0,44500,,,200.0,228.57142857142858,0,0.0,10000000,0,0.0,1.0035419126328218,10000000.0,1.0
2023-12-04 10:00:00,85000.0,85100.0,84900.0,84900.0,59500,,,200.0,228.57142857142858,0,0.0,10000000,0,-0.0011764705882353343,1.0023612750885478,10000000.0,1.0
2023-12-04 10:15:00,85000.0,85300.0,84900.0,85200.0,11700,,,400.0,250.0,0,0.0,10000000,0,0.0035335689045936647,1.0059031877213696,10000000.0,1.0
2023-12-04 10:30:00,85200.0,85700.0,85200.0,85700.0,271300,,,500.0,271.42857142857144,0,0.0,10000000,0,0.005868544600938996,1.011806375442739,10000000.0,1.0
2023-12-04 10:45:00,85700.0,86200.0,85700.0,85800.0,114900,,,500.0,307.14285714285717,0,0.0,10000000,0,0.001166861143523823,1.0129870129870129,10000000.0,1.0
2023-12-04 11:00:00,85800.0,86200.0,85800.0,86100.0,73100,,,400.0,321.42857142857144,0,0.0,10000000,0,0.0034965034965035446,1.0165289256198347,10000000.0,1.0
2023-12-04 11:15:00,86100.0,86100.0,85800.0,85800.0,45800,,,300.0,328.57142857142856,0,0.0,10000000,0,-0.0034843205574912606,1.0129870129870129,10000000.0,1.0
2023-12-04 13:00:00,85800.0,86000.0,85700.0,85800.0,32000,,,300.0,342.85714285714283,0,0.0,10000000,0,0.0,1.0129870129870129,10000000.0,1.0
2023-12-04 13:15:00,85800.0,85900.0,85800.0,85800.0,24500,,,100.0,335.7142857142857,0,0.0,10000000,0,0.0,1.0129870129870129,10000000.0,1.0
2023-12-04 13:30:00,85800.0,86000.0,85500.0,85900.0,77500,,,500.0,342.85714285714283,0,0.0,10000000,0,0.0011655011655011815,1.0141676505312869,10000000.0,1.0
2023-12-04 13:45:00,85500.0,85900.0,85400.0,85900.0,50300,,,500.0,335.7142857142857,0,0.0,10000000,0,0.0,1.0141676505312869,10000000.0,1.0
2023-12-04 14:00:00,85900.0,86200.0,85900.0,86000.0,152400,,,300.0,357.14285714285717,0,0.0,10000000,0,0.0011641443538998875,1.0153482880755609,10000000.0,1.0
2023-12-04 14:15:00,86200.0,86200.0,85500.0,85800.0,95000,,,700.0,364.2857142857143,0,0.0,10000000,0,-0.0023255813953488857,1.012987012987013,10000000.0,1.0
2023-12-04 14:45:00,86000.0,86000.0,86000.0,86000.0,0,,,0.0,350.0,0,0.0,10000000,0,0.002331002331002363,1.0153482880755609,10000000.0,1.0
2023-12-05 09:15:00,86000.0,86100.0,86000.0,86000.0,75301,,,100.0,342.85714285714283,0,0.0,10000000,0,0.0,1.0153482880755609,10000000.0,1.0
2023-12-05 09:30:00,86000.0,86000.0,85700.0,85700.0,63900,,,300.0,350.0,0,0.0,10000000,0,-0.0034883720930232176,1.011806375442739,10000000.0,1.0
2023-12-05 09:45:00,85800.0,85800.0,85700.0,85700.0,13700,,,100.0,328.57142857142856,0,0.0,10000000,0,0.0,1.011806375442739,10000000.0,1.0
2023-12-05 10:00:00,85700.0,85800.0,85600.0,85600.0,52200,,,200.0,307.14285714285717,0,0.0,10000000,0,-0.001166861143523934,1.010625737898465,10000000.0,1.0
2023-12-05 10:15:00,85600.0,85700.0,85500.0,85600.0,36900,,,200.0,285.7142857142857,0,0.0,10000000,0,0.0,1.010625737898465,10000000.0,1.0
2023-12-05 10:30:00,85500.0,85600.0,85500.0,85500.0,57600,,,100.0,264.2857142857143,0,0.0,10000000,0,-0.001168224299065379,1.0094451003541913,10000000.0,1.0
2023-12-05 10:45:00,85500.0,85600.0,85400.0,85500.0,44500,,,200.0,257.14285714285717,0,0.0,10000000,0,0.0,1.0094451003541913,10000000.0,1.0
2023-12-05 11:00:00,85400.0,85500.0,85300.0,85300.0,48200,,,200.0,250.0,0,0.0,10000000,0,-0.002339181286549752,1.0070838252656436,10000000.0,1.0
2023-12-05 11:15:00,85300.0,85400.0,85200.0,85200.0,38400,,,200.0,257.14285714285717,0,0.0,10000000,0,-0.0011723329425556983,1.0059031877213696,10000000.0,1.0
2023-12-05 13:00:00,85300.0,85400.0,85200.0,85300.0,28700,,,200.0,235.71428571428572,0,0.0,10000000,0,0.0011737089201877549,1.0070838252656433,10000000.0,1.0
2023-12-05 13:15:00,85300.0,85400.0,85200.0,85300.0,1391860,,,200.0,214.28571428571428,0,0.0,10000000,0,0.0,1.0070838252656433,10000000.0,1.0
2023-12-05 13:30:00,85300.0,85400.0,85200.0,85300.0,34500,,,200.0,207.14285714285714,0,0.0,10000000,0,0.0,1.0070838252656433,10000000.0,1.0
2023-12-05 13:45:00,85300.0,85400.0,85200.0,85300.0,63600,,,200.0,171.42857142857142,0,0.0,10000000,0,0.0,1.0070838252656433,10000000.0,1.0
2023-12-05 14:00:00,85400.0,85400.0,85100.0,85200.0,87100,,,300.0,192.85714285714286,0,0.0,10000000,0,-0.0011723329425556983,1.0059031877213693,10000000.0,1.0
2023-12-05 14:15:00,85200.0,85400.0,84800.0,85200.0,246300,,,600.0,228.57142857142858,0,0.0,10000000,0,0.0,1.0059031877213693,10000000.0,1.0
2023-12-05 14:45:00,85400.0,85400.0,85400.0,85400.0,0,,,0.0,207.14285714285714,0,0.0,10000000,0,0.0023474178403755097,1.008264462809917,10000000.0,1.0
2023-12-06 09:15:00,85300.0,85400.0,85100.0,85200.0,21400,85164.0,,300.0,221.42857142857142,0,0.0,10000000,0,-0.0023419203747072626,1.0059031877213693,10000000.0,1.0
2023-12-06 09:30:00,85200.0,85200.0,85000.0,85100.0,51300,85172.0,,200.0,221.42857142857142,0,0.0,10000000,0,-0.0011737089201877549,1.0047225501770956,10000000.0,1.0
2023-12-06 09:45:00,85100.0,85200.0,85000.0,85100.0,23900,85180.0,,200.0,221.42857142857142,0,0.0,10000000,0,0.0,1.0047225501770956,10000000.0,1.0
2023-12-06 10:00:00,85100.0,85300.0,85000.0,85200.0,19600,85194.0,,300.0,235.71428571428572,0,0.0,10000000,0,0.001175088131609936,1.0059031877213696,10000000.0,1.0
2023-12-06 10:15:00,85200.0,85200.0,85100.0,85200.0,24400,85208.0,,100.0,228.57142857142858,0,0.0,10000000,0,0.0,1.0059031877213696,10000000.0,1.0
2023-12-06 10:30:00,85200.0,85400.0,85200.0,85400.0,65500,85226.0,,200.0,228.57142857142858,0,0.0,10000000,0,0.0023474178403755097,1.0082644628099173,10000000.0,1.0
2023-12-06 10:45:00,85400.0,85800.0,85400.0,85600.0,63700,85248.0,,400.0,242.85714285714286,0,0.0,10000000,0,0.0023419203747072626,1.010625737898465,10000000.0,1.0
2023-12-06 11:00:00,85600.0,85700.0,85400.0,85700.0,23600,85276.0,,300.0,250.0,0,0.0,10000000,0,0.001168224299065379,1.0118063754427389,10000000.0,1.0
2023-12-06 11:15:00,85600.0,85700.0,85300.0,85400.0,20000,85298.0,,400.0,264.2857142857143,0,0.0,10000000,0,-0.003500583430571802,1.008264462809917,10000000.0,1.0
2023-12-06 13:00:00,85400.0,85600.0,85300.0,85600.0,104500,85324.0,,300.0,271.42857142857144,0,0.0,10000000,0,0.0023419203747072626,1.0106257378984649,10000000.0,1.0
2023-12-06 13:15:00,85600.0,85600.0,85500.0,85600.0,11600,85350.0,,100.0,264.2857142857143,0,0.0,10000000,0,0.0,1.0106257378984649,10000000.0,1.0
2023-12-06 13:30:00,85600.0,85600.0,85500.0,85500.0,26000,85376.0,,100.0,250.0,0,0.0,10000000,0,-0.001168224299065379,1.009445100354191,10000000.0,1.0
2023-12-06 13:45:00,85600.0,85600.0,85400.0,85500.0,39000,85400.0,,200.0,221.42857142857142,0,0.0,10000000,0,0.0,1.009445100354191,10000000.0,1.0
2023-12-06 14:00:00,85500.0,85500.0,85400.0,85500.0,34200,85426.0,,100.0,228.57142857142858,0,0.0,10000000,0,0.0,1.009445100354191,10000000.0,1.0
2023-12-06 14:15:00,85400.0,86000.0,85300.0,85900.0,167700,85458.0,,700.0,257.14285714285717,0,0.0,10000000,0,0.004678362573099504,1.0141676505312869,10000000.0,1.0
2023-12-06 14:45:00,85900.0,85900.0,85900.0,85900.0,0,85484.0,,0.0,242.85714285714286,0,0.0,10000000,0,0.0,1.0141676505312869,10000000.0,1.0
2023-12-07 09:15:00,85700.0,85900.0,85200.0,85600.0,70200,85498.0,,700.0,278.57142857142856,0,0.0,10000000,0,-0.0034924330616996624,1.010625737898465,10000000.0,1.0
2023-12-07 09:30:00,85600.0,85700.0,85300.0,85400.0,85800,85506.0,,400.0,285.7142857142857,0,0.0,10000000,0,-0.002336448598130869,1.0082644628099173,10000000.0,1.0
2023-12-07 09:45:00,85400.0,85500.0,85300.0,85400.0,92200,85512.0,,200.0,292.85714285714283,0,0.0,10000000,0,0.0,1.0082644628099173,10000000.0,1.0
2023-12-07 10:00:00,85400.0,85400.0,85000.0,85300.0,156800,85518.0,,400.0,307.14285714285717,0,0.0,10000000,0,-0.0011709601873536313,1.0070838252656433,10000000.0,1.0
