,Datetime,Open,High,Low,Close,Volume
55,2023-12-18 13:45:00,2149.23,2160.43,2148.75,2156.81,5474.2254
56,2023-12-18 14:00:00,2156.8,2158.66,2153.25,2153.26,3406.4467
57,2023-12-18 14:15:00,2153.25,2165.29,2151.85,2165.25,4764.081
58,2023-12-18 14:30:00,2165.26,2173.85,2163.97,2172.73,7003.3974
59,2023-12-18 14:45:00,2172.73,2173.16,2166.0,2169.04,3385.5421
60,2023-12-18 15:00:00,2169.05,2170.7,2161.5,2162.21,3820.4984
61,2023-12-18 15:15:00,2162.21,2164.93,2155.57,2157.21,3677.0187
62,2023-12-18 15:30:00,2157.21,2163.75,2156.51,2160.94,3088.0917
63,2023-12-18 15:45:00,2160.93,2161.59,2153.1,2155.2,3055.2836
64,2023-12-18 16:00:00,2155.2,2156.95,2149.47,2155.75,4027.5534
65,2023-12-18 16:15:00,2155.76,2159.69,2154.75,2158.0,2446.3948
66,2023-12-18 16:30:00,2158.0,2160.98,2155.47,2155.83,2774.6478
67,2023-12-18 16:45:00,2155.83,2163.58,2152.91,2163.49,2706.9853
68,2023-12-18 17:00:00,2163.48,2166.3,2158.73,2165.12,4437.0821
69,2023-12-18 17:15:00,2165.11,2169.99,2164.37,2166.85,2613.7605
70,2023-12-18 17:30:00,2166.86,2169.72,2165.41,2168.44,2463.3509
71,2023-12-18 17:45:00,2168.44,2172.0,2162.81,2163.01,3668.8072
72,2023-12-18 18:00:00,2163.0,2163.4,2158.46,2158.8,1569.0281
73,2023-12-18 18:15:00,2158.79,2162.2,2158.34,2160.51,936.6855
74,2023-12-18 18:30:00,2160.52,2165.4,2160.51,2165.38,1115.1114
75,2023-12-18 18:45:00,2165.38,2170.89,2164.84,2170.55,1691.3462
76,2023-12-18 19:00:00,2170.55,2174.92,2168.71,2172.81,2504.9466
77,2023-12-18 19:15:00,2172.81,2174.27,2170.05,2172.91,1863.1549
78,2023-12-18 19:30:00,2172.92,2175.85,2170.56,2173.66,2388.126
79,2023-12-18 19:45:00,2173.66,2175.55,2171.96,2174.8,1457.6016
80,2023-12-18 20:00:00,2174.81,2180.69,2172.26,2174.07,2212.9819
81,2023-12-18 20:15:00,2174.08,2174.78,2167.4,2172.22,1899.1327
82,2023-12-18 20:30:00,2172.22,2180.99,2172.1,2179.2,4422.851
83,2023-12-18 20:45:00,2179.21,2188.62,2179.2,2186.04,4033.5827
84,2023-12-18 21:00:00,2186.03,2209.35,2183.99,2208.19,10663.6031
85,2023-12-18 21:15:00,2208.16,2211.0,2204.15,2210.61,4519.7956
86,2023-12-18 21:30:00,2210.61,2213.13,2206.42,2212.54,3691.8335
87,2023-12-18 21:45:00,2212.54,2217.6,2212.05,2216.14,4051.2054
88,2023-12-18 22:00:00,2216.13,2221.99,2215.54,2221.84,5098.1807
89,2023-12-18 22:15:00,2221.83,2224.0,2216.38,2216.39,4478.7308
90,2023-12-18 22:30:00,2216.38,2216.8,2210.7,2213.1,3214.6251
91,2023-12-18 22:45:00,2213.1,2214.64,2211.09,2212.73,1161.0368
92,2023-12-18 23:00:00,2212.73,2223.5,2212.71,2221.5,3399.5582
93,2023-12-18 23:15:00,2221.5,2222.79,2214.61,2215.63,2526.3675
94,2023-12-18 23:30:00,2215.63,2216.9,2213.19,2214.65,2219.2948
95,2023-12-18 23:45:00,2214.65,2219.44,2214.65,2219.43,1949.3686
96,2023-12-19 00:00:00,2219.44,2222.0,2212.81,2216.07,4554.8545
97,2023-12-19 00:15:00,2216.06,2219.23,2212.01,2213.06,2651.1458
98,2023-12-19 00:30:00,2213.07,2222.79,2211.75,2219.12,3744.1
99,2023-12-19 00:45:00,2219.12,2220.31,2213.2,2214.7,2333.5568
100,2023-12-19 01:00:00,2214.7,2228.0,2213.05,2227.57,3398.5424
101,2023-12-19 01:15:00,2227.56,2241.66,2225.32,2235.16,15054.4523
102,2023-12-19 01:30:00,2235.17,2235.17,2225.74,2228.8,3772.4122
103,2023-12-19 01:45:00,2228.8,2248.66,2228.13,2247.41,9227.9958
104,2023-12-19 02:00:00,2247.41,2252.8,2242.75,2244.09,6963.564
105,2023-12-19 02:15:00,2244.1,2244.1,2234.79,2234.95,2880.8671
106,2023-12-19 02:30:00,2234.96,2239.72,2234.36,2237.52,2429.9616
107,2023-12-19 02:45:00,2237.52,2238.95,2233.51,2233.52,1858.4812
108,2023-12-19 03:00:00,2233.52,2235.45,2231.2,2233.77,1455.5828
109,2023-12-19 03:15:00,2233.78,2234.89,2231.46,2232.78,2128.9352
110,2023-12-19 03:30:00,2232.79,2236.8,2232.58,2235.37,2547.0075
111,2023-12-19 03:45:00,2235.36,2238.9,2235.36,2237.11,2966.9363
112,2023-12-19 04:00:00,2237.11,2243.0,2237.11,2242.23,4069.9402
113,2023-12-19 04:15:00,2242.23,2242.26,2237.6,2237.61,2223.3902
114,2023-12-19 04:30:00,2237.61,2237.77,2231.6,2233.55,3127.5226
115,2023-12-19 04:45:00,2233.56,2237.74,2233.55,2236.99,1725.4995
116,2023-12-19 05:00:00,2237.0,2237.6,2234.99,2236.41,1672.2044
117,2023-12-19 05:15:00,2236.4,2239.16,2236.28,2238.84,1800.1722
118,2023-12-19 05:30:00,2238.84,2239.79,2237.52,2238.77,2333.4296
119,2023-12-19 05:45:00,2238.76,2245.0,2236.84,2243.81,2042.4002
120,2023-12-19 06:00:00,2243.82,2244.17,2239.04,2239.04,3607.3959
121,2023-12-19 06:15:00,2239.05,2247.48,2237.12,2244.28,3778.7339
122,2023-12-19 06:30:00,2244.28,2247.15,2241.68,2243.02,1850.7009
123,2023-12-19 06:45:00,2243.01,2245.0,2240.91,2242.73,1942.0483
124,2023-12-19 07:00:00,2242.72,2247.73,2242.72,2247.52,2972.6794
125,2023-12-19 07:15:00,2247.53,2251.48,2245.29,2246.08,5898.469
126,2023-12-19 07:30:00,2246.08,2251.15,2243.24,2249.23,5085.9423
127,2023-12-19 07:45:00,2249.22,2253.34,2247.07,2247.99,3965.4556
128,2023-12-19 08:00:00,2247.98,2255.0,2244.56,2252.94,4075.1903
129,2023-12-19 08:15:00,2252.95,2254.75,2248.7,2252.33,2669.5728
130,2023-12-19 08:30:00,2252.34,2252.34,2246.78,2249.5,2705.3248
131,2023-12-19 08:45:00,2249.5,2251.8,2247.0,2247.67,2795.9163
132,2023-12-19 09:00:00,2247.67,2253.42,2242.89,2252.89,5043.9081
133,2023-12-19 09:15:00,2252.88,2252.99,2246.05,2247.27,4181.9008
134,2023-12-19 09:30:00,2247.27,2248.0,2241.56,2245.91,3010.4744
135,2023-12-19 09:45:00,2245.91,2248.41,2243.5,2244.8,2144.6455
136,2023-12-19 10:00:00,2244.81,2245.19,2240.41,2241.35,2426.8443
137,2023-12-19 10:15:00,2241.35,2243.0,2237.59,2241.9,2755.3073
138,2023-12-19 10:30:00,2241.9,2246.79,2238.56,2246.31,4531.5302
139,2023-12-19 10:45:00,2246.3,2246.31,2241.34,2241.82,3658.104
140,2023-12-19 11:00:00,2241.82,2244.06,2239.73,2239.8,2330.8157
141,2023-12-19 11:15:00,2239.81,2241.64,2237.41,2239.78,2153.8447
142,2023-12-19 11:30:00,2239.79,2241.33,2237.36,2240.56,2419.0708
143,2023-12-19 11:45:00,2240.56,2240.83,2234.6,2236.13,3602.4839
144,2023-12-19 12:00:00,2236.13,2239.73,2236.13,2239.73,1770.0795
145,2023-12-19 12:15:00,2239.72,2241.27,2234.61,2237.32,2550.2851
146,2023-12-19 12:30:00,2237.32,2237.95,2231.78,2232.8,3014.2659
147,2023-12-19 12:45:00,2232.8,2234.13,2229.53,2232.58,4701.3986
148,2023-12-19 13:00:00,2232.59,2235.87,2231.91,2232.82,1904.0631
149,2023-12-19 13:15:00,2232.82,2235.0,2229.94,2231.34,1720.9453
150,2023-12-19 13:30:00,2231.34,2234.45,2229.81,2231.67,1937.4502
151,2023-12-19 13:45:00,2231.68,2231.68,2225.09,2225.39,3447.0638
152,2023-12-19 14:00:00,2225.39,2227.4,2203.0,2207.14,9569.537
153,2023-12-19 14:15:00,2207.15,2212.82,2200.51,2211.53,7638.9339
154,2023-12-19 14:30:00,2211.53,2212.0,2204.75,2204.86,5467.0035
155,2023-12-19 14:45:00,2204.85,2206.47,2182.65,2187.81,18578.3532
156,2023-12-19 15:00:00,2187.81,2196.0,2179.0,2193.33,9034.1024
157,2023-12-19 15:15:00,2193.33,2204.0,2188.18,2203.99,5968.872
158,2023-12-19 15:30:00,2203.99,2204.69,2193.88,2197.84,3501.054
159,2023-12-19 15:45:00,2197.83,2197.84,2189.4,2191.38,4575.7036
160,2023-12-19 16:00:00,2191.37,2205.3,2187.54,2204.88,4424.7393
161,2023-12-19 16:15:00,2204.88,2204.88,2194.01,2194.93,3175.4756
162,2023-12-19 16:30:00,2194.94,2197.59,2191.2,2191.55,5251.4836
163,2023-12-19 16:45:00,2191.55,2191.56,2174.43,2177.82,13231.5369
164,2023-12-19 17:00:00,2177.81,2180.31,2162.0,2164.4,8927.7138
165,2023-12-19 17:15:00,2164.4,2164.97,2152.5,2156.57,8868.6243
166,2023-12-19 17:30:00,2156.58,2158.37,2147.01,2150.83,10400.2072
167,2023-12-19 17:45:00,2150.83,2156.92,2139.04,2140.76,8780.6336
168,2023-12-19 18:00:00,2140.77,2149.51,2135.55,2149.5,6811.3716
169,2023-12-19 18:15:00,2149.51,2161.3,2147.61,2160.44,5036.6534
170,2023-12-19 18:30:00,2160.44,2169.54,2159.6,2169.3,5195.6469
171,2023-12-19 18:45:00,2169.3,2173.89,2168.87,2171.8,3007.6842
172,2023-12-19 19:00:00,2171.8,2175.0,2168.6,2172.55,4097.8203
173,2023-12-19 19:15:00,2172.55,2179.61,2171.32,2179.44,4157.2758
174,2023-12-19 19:30:00,2179.44,2186.6,2172.45,2172.92,4663.1125
175,2023-12-19 19:45:00,2172.91,2177.61,2170.11,2176.68,2488.4146
176,2023-12-19 20:00:00,2176.68,2179.13,2173.23,2175.7,2873.3458
177,2023-12-19 20:15:00,2175.69,2178.0,2172.46,2174.72,2504.9722
178,2023-12-19 20:30:00,2174.71,2174.72,2164.74,2168.61,5271.6519
179,2023-12-19 20:45:00,2168.6,2174.0,2167.07,2170.53,1877.3775
180,2023-12-19 21:00:00,2170.52,2178.28,2170.01,2177.62,2056.0995
181,2023-12-19 21:15:00,2177.62,2184.62,2176.67,2182.7,1885.3777
182,2023-12-19 21:30:00,2182.71,2183.25,2178.4,2180.91,2358.7156
183,2023-12-19 21:45:00,2180.91,2185.96,2180.43,2185.95,2146.1058
184,2023-12-19 22:00:00,2185.95,2186.4,2176.3,2176.47,1962.137
185,2023-12-19 22:15:00,2176.48,2177.52,2172.08,2175.13,1274.204
186,2023-12-19 22:30:00,2175.13,2179.67,2173.42,2174.88,1508.1964
187,2023-12-19 22:45:00,2174.88,2181.41,2174.87,2177.82,1030.4147
188,2023-12-19 23:00:00,2177.82,2182.74,2173.79,2173.8,1819.7413
189,2023-12-19 23:15:00,2173.79,2176.33,2170.07,2175.39,1982.4212
190,2023-12-19 23:30:00,2175.4,2179.5,2174.39,2174.53,1295.6265
191,2023-12-19 23:45:00,2174.53,2179.44,2172.27,2177.91,1238.1995
192,2023-12-20 00:00:00,2177.9,2184.29,2176.23,2180.57,3364.5352
193,2023-12-20 00:15:00,2180.57,2185.78,2178.7,2181.63,2672.3527
194,2023-12-20 00:30:00,2181.63,2190.85,2181.07,2186.57,3369.6178
195,2023-12-20 00:45:00,2186.57,2188.41,2183.62,2185.33,2614.8266
196,2023-12-20 01:00:00,2185.33,2187.52,2184.17,2185.29,1598.6256
197,2023-12-20 01:15:00,2185.3,2186.3,2180.0,2180.15,2502.0911
198,2023-12-20 01:30:00,2180.15,2181.78,2173.45,2176.31,2349.5745
199,2023-12-20 01:45:00,2176.31,2177.71,2170.44,2176.46,1767.719
200,2023-12-20 02:00:00,2176.46,2181.5,2171.04,2175.99,2685.8925
201,2023-12-20 02:15:00,2176.0,2184.29,2174.92,2183.38,2133.3924
202,2023-12-20 02:30:00,2183.38,2186.8,2182.19,2182.34,3859.3794
203,2023-12-20 02:45:00,2182.33,2185.56,2181.21,2185.31,1594.3895
204,2023-12-20 03:00:00,2185.3,2186.6,2183.4,2185.24,1489.9903
205,2023-12-20 03:15:00,2185.25,2185.7,2182.29,2182.45,1133.2849
206,2023-12-20 03:30:00,2182.46,2184.98,2181.42,2181.52,1091.3362
207,2023-12-20 03:45:00,2181.53,2184.15,2181.52,2182.71,225.1371
