time,VIC,DCM,DPM,TCB,QTP
2023-10-13,,,,,
2023-10-16,-0.02386117136659438,0.008163265306122547,0.017676767676767735,-0.012422360248447228,
2023-10-17,-0.022222222222222254,-0.06882591093117407,-0.052109181141439254,-0.0015723270440252124,0.006535947712418277
