date,SPY,cash
2020-08-03,30.250928377123866,0.0
2020-08-04,30.250928377123863,0.0
2020-08-05,30.250928377123866,0.0
2020-08-06,30.250928377123866,0.0
2020-08-07,30.250928377123863,0.0
2020-08-10,30.250928377123863,0.0
2020-08-11,30.250928377123863,0.0
2020-08-12,30.250928377123863,0.0
2020-08-13,30.250928377123863,0.0
2020-08-14,30.250928377123863,0.0
2020-08-17,30.250928377123866,0.0
2020-08-18,30.25092837712387,0.0
2020-08-19,30.250928377123866,0.0
2020-08-20,30.250928377123866,0.0
2020-08-21,30.250928377123866,0.0
2020-08-24,30.250928377123863,0.0
2020-08-25,30.250928377123863,0.0
2020-08-26,30.250928377123863,0.0
2020-08-27,30.25092837712386,0.0
2020-08-28,30.250928377123856,0.0
2020-08-31,30.250928377123856,0.0
2020-09-01,30.250928377123856,0.0
2020-09-02,30.250928377123852,0.0
2020-09-03,0.0,9952.503737709822
2020-09-04,0.0,9952.503737709822
2020-09-08,0.0,9952.503737709822
2020-09-09,30.74947785564251,0.0
2020-09-10,30.749477855642507,0.0
2020-09-11,30.749477855642507,0.0
2020-09-14,30.749477855642507,0.0
2020-09-15,30.74947785564251,0.0
2020-09-16,30.74947785564251,0.0
2020-09-17,30.74947785564251,0.0
2020-09-18,30.749477855642507,0.0
2020-09-21,30.749477855642507,0.0
2020-09-22,30.749477855642507,0.0
2020-09-23,30.74947785564251,0.0
2020-09-24,30.749477855642507,0.0
2020-09-25,30.749477855642503,0.0
2020-09-28,30.749477855642507,0.0
2020-09-29,30.749477855642507,0.0
2020-09-30,30.749477855642507,0.0
2020-10-01,30.74947785564251,0.0
2020-10-02,30.749477855642507,0.0
2020-10-05,30.749477855642507,0.0
2020-10-06,30.74947785564251,0.0
2020-10-07,30.749477855642507,0.0
2020-10-08,30.749477855642503,0.0
2020-10-09,30.749477855642503,0.0
2020-10-12,30.7494778556425,0.0
2020-10-13,30.7494778556425,0.0
2020-10-14,30.7494778556425,0.0
2020-10-15,30.749477855642496,0.0
2020-10-16,30.749477855642496,0.0
2020-10-19,30.749477855642496,0.0
2020-10-20,30.749477855642496,0.0
2020-10-21,30.7494778556425,0.0
2020-10-22,30.749477855642503,0.0
2020-10-23,30.749477855642507,0.0
2020-10-26,0.0,9980.57877672609
2020-10-27,0.0,9980.57877672609
2020-10-28,0.0,9980.57877672609
2020-10-29,0.0,9980.57877672609
2020-10-30,0.0,9980.57877672609
2020-11-02,0.0,9980.57877672609
2020-11-03,0.0,9980.57877672609
2020-11-04,30.37802081497176,0.0
2020-11-05,30.378020814971755,0.0
2020-11-06,30.378020814971755,0.0
2020-11-09,30.378020814971755,0.0
2020-11-10,30.37802081497175,0.0
2020-11-11,30.37802081497175,0.0
2020-11-12,30.37802081497175,0.0
2020-11-13,30.37802081497175,0.0
2020-11-16,30.378020814971755,0.0
2020-11-17,30.378020814971755,0.0
2020-11-18,30.378020814971755,0.0
2020-11-19,30.378020814971755,0.0
2020-11-20,30.378020814971755,0.0
2020-11-23,30.378020814971755,0.0
2020-11-24,30.378020814971755,0.0
2020-11-25,30.37802081497175,0.0
2020-11-27,30.37802081497175,0.0
2020-11-30,30.37802081497175,0.0
2020-12-01,30.37802081497175,0.0
2020-12-02,30.378020814971748,0.0
2020-12-03,30.378020814971745,0.0
2020-12-04,30.378020814971745,0.0
2020-12-07,30.378020814971745,0.0
2020-12-08,30.37802081497174,0.0
2020-12-09,30.37802081497174,0.0
2020-12-10,30.378020814971737,0.0
2020-12-11,30.378020814971737,0.0
2020-12-14,30.378020814971737,0.0
2020-12-15,30.378020814971737,0.0
2020-12-16,30.378020814971737,0.0
2020-12-17,30.378020814971737,0.0
2020-12-18,30.378020814971737,0.0
2020-12-21,30.378020814971737,0.0
2020-12-22,30.37802081497174,0.0
2020-12-23,30.37802081497174,0.0
2020-12-24,30.37802081497174,0.0
2020-12-28,30.37802081497174,0.0
2020-12-29,30.378020814971745,0.0
2020-12-30,30.378020814971745,0.0
2020-12-31,30.378020814971745,0.0
2021-01-04,30.378020814971745,0.0
2021-01-05,30.378020814971745,0.0
2021-01-06,30.378020814971745,0.0
2021-01-07,30.37802081497174,0.0
2021-01-08,30.37802081497174,0.0
2021-01-11,30.37802081497174,0.0
2021-01-12,30.37802081497174,0.0
2021-01-13,30.37802081497174,0.0
2021-01-14,30.37802081497174,0.0
2021-01-15,30.378020814971745,0.0
2021-01-19,30.378020814971745,0.0
2021-01-20,30.378020814971745,0.0
2021-01-21,30.37802081497174,0.0
2021-01-22,30.37802081497174,0.0
2021-01-25,30.37802081497174,0.0
2021-01-26,30.378020814971737,0.0
2021-01-27,0.0,10923.784432042306
2021-01-28,0.0,10923.784432042306
2021-01-29,0.0,10923.784432042306
2021-02-01,0.0,10923.784432042306
2021-02-02,29.809552138665396,0.0
2021-02-03,29.809552138665396,0.0
2021-02-04,29.809552138665396,0.0
2021-02-05,29.809552138665392,0.0
2021-02-08,29.809552138665392,0.0
2021-02-09,29.809552138665392,0.0
2021-02-10,29.809552138665392,0.0
2021-02-11,29.809552138665396,0.0
2021-02-12,29.809552138665396,0.0
2021-02-16,29.809552138665396,0.0
2021-02-17,29.809552138665396,0.0
2021-02-18,29.809552138665396,0.0
2021-02-19,29.809552138665396,0.0
2021-02-22,29.809552138665396,0.0
2021-02-23,29.809552138665392,0.0
2021-02-24,29.809552138665392,0.0
2021-02-25,29.809552138665392,0.0
2021-02-26,29.809552138665392,0.0
2021-03-01,29.809552138665392,0.0
2021-03-02,29.80955213866539,0.0
2021-03-03,29.80955213866539,0.0
2021-03-04,29.80955213866539,0.0
2021-03-05,29.80955213866539,0.0
2021-03-08,29.809552138665385,0.0
2021-03-09,29.809552138665385,0.0
2021-03-10,29.809552138665385,0.0
2021-03-11,29.809552138665385,0.0
2021-03-12,29.809552138665385,0.0
2021-03-15,29.809552138665385,0.0
2021-03-16,29.80955213866538,0.0
2021-03-17,29.809552138665385,0.0
2021-03-18,29.809552138665385,0.0
2021-03-19,29.809552138665385,0.0
2021-03-22,29.809552138665385,0.0
2021-03-23,29.809552138665385,0.0
2021-03-24,29.809552138665385,0.0
2021-03-25,29.809552138665385,0.0
2021-03-26,29.809552138665385,0.0
2021-03-29,29.809552138665385,0.0
2021-03-30,29.809552138665385,0.0
2021-03-31,29.809552138665385,0.0
2021-04-01,29.809552138665385,0.0
2021-04-05,29.80955213866539,0.0
2021-04-06,29.80955213866539,0.0
2021-04-07,29.809552138665392,0.0
2021-04-08,29.809552138665392,0.0
2021-04-09,29.809552138665392,0.0
2021-04-12,29.809552138665392,0.0
2021-04-13,29.809552138665396,0.0
2021-04-14,29.809552138665396,0.0
2021-04-15,29.809552138665396,0.0
2021-04-16,29.809552138665396,0.0
2021-04-19,29.809552138665392,0.0
2021-04-20,29.809552138665392,0.0
2021-04-21,29.809552138665396,0.0
2021-04-22,29.809552138665396,0.0
2021-04-23,29.809552138665396,0.0
2021-04-26,29.809552138665396,0.0
2021-04-27,29.809552138665396,0.0
2021-04-28,29.809552138665396,0.0
2021-04-29,29.8095521386654,0.0
2021-04-30,29.8095521386654,0.0
2021-05-03,29.8095521386654,0.0
2021-05-04,29.809552138665403,0.0
2021-05-05,29.809552138665403,0.0
2021-05-06,29.809552138665403,0.0
2021-05-07,29.809552138665403,0.0
2021-05-10,29.809552138665403,0.0
2021-05-11,29.809552138665403,0.0
2021-05-12,29.809552138665403,0.0
2021-05-13,29.809552138665403,0.0
2021-05-14,29.809552138665403,0.0
2021-05-17,29.809552138665403,0.0
2021-05-18,29.809552138665403,0.0
2021-05-19,29.809552138665403,0.0
2021-05-20,29.809552138665403,0.0
2021-05-21,29.8095521386654,0.0
2021-05-24,29.8095521386654,0.0
2021-05-25,29.8095521386654,0.0
2021-05-26,29.8095521386654,0.0
2021-05-27,29.8095521386654,0.0
2021-05-28,29.8095521386654,0.0
2021-06-01,29.809552138665403,0.0
2021-06-02,29.809552138665403,0.0
2021-06-03,29.809552138665403,0.0
2021-06-04,29.809552138665403,0.0
2021-06-07,29.809552138665403,0.0
2021-06-08,29.809552138665403,0.0
2021-06-09,29.809552138665403,0.0
2021-06-10,29.809552138665403,0.0
2021-06-11,29.809552138665403,0.0
2021-06-14,29.809552138665403,0.0
2021-06-15,29.8095521386654,0.0
2021-06-16,29.809552138665396,0.0
2021-06-17,29.809552138665396,0.0
2021-06-18,29.809552138665396,0.0
2021-06-21,29.809552138665396,0.0
2021-06-22,29.809552138665396,0.0
2021-06-23,29.809552138665396,0.0
2021-06-24,29.809552138665392,0.0
2021-06-25,29.809552138665392,0.0
2021-06-28,29.809552138665392,0.0
2021-06-29,29.809552138665392,0.0
2021-06-30,29.809552138665392,0.0
2021-07-01,29.809552138665392,0.0
2021-07-02,29.809552138665392,0.0
2021-07-06,29.809552138665392,0.0
2021-07-07,29.809552138665396,0.0
2021-07-08,29.809552138665392,0.0
2021-07-09,29.809552138665392,0.0
2021-07-12,29.809552138665392,0.0
2021-07-13,29.809552138665392,0.0
2021-07-14,29.809552138665392,0.0
2021-07-15,29.809552138665392,0.0
2021-07-16,29.809552138665396,0.0
2021-07-19,29.809552138665396,0.0
2021-07-20,29.809552138665396,0.0
2021-07-21,29.809552138665396,0.0
2021-07-22,29.809552138665396,0.0
2021-07-23,29.809552138665396,0.0
2021-07-26,29.809552138665396,0.0
2021-07-27,29.809552138665396,0.0
2021-07-28,29.809552138665396,0.0
2021-07-29,29.809552138665396,0.0
2021-07-30,29.809552138665392,0.0
2021-08-02,29.809552138665392,0.0
2021-08-03,29.809552138665392,0.0
2021-08-04,29.809552138665392,0.0
2021-08-05,29.80955213866539,0.0
2021-08-06,29.80955213866539,0.0
2021-08-09,29.80955213866539,0.0
2021-08-10,29.80955213866539,0.0
2021-08-11,29.80955213866539,0.0
2021-08-12,29.80955213866539,0.0
2021-08-13,29.80955213866539,0.0
2021-08-16,29.80955213866539,0.0
2021-08-17,29.809552138665385,0.0
2021-08-18,29.80955213866539,0.0
2021-08-19,29.80955213866539,0.0
2021-08-20,29.80955213866539,0.0
2021-08-23,29.80955213866539,0.0
2021-08-24,29.80955213866539,0.0
2021-08-25,29.80955213866539,0.0
2021-08-26,29.80955213866539,0.0
2021-08-27,29.80955213866539,0.0
2021-08-30,29.809552138665385,0.0
2021-08-31,29.809552138665385,0.0
2021-09-01,29.809552138665385,0.0
2021-09-02,29.80955213866539,0.0
2021-09-03,29.80955213866539,0.0
2021-09-07,29.80955213866539,0.0
2021-09-08,29.809552138665385,0.0
2021-09-09,29.809552138665385,0.0
2021-09-10,29.809552138665385,0.0
2021-09-13,29.809552138665385,0.0
2021-09-14,29.809552138665385,0.0
2021-09-15,29.809552138665385,0.0
2021-09-16,29.809552138665385,0.0
2021-09-17,29.809552138665385,0.0
2021-09-20,29.809552138665385,0.0
2021-09-21,29.809552138665385,0.0
2021-09-22,29.809552138665385,0.0
2021-09-23,29.809552138665385,0.0
2021-09-24,29.809552138665385,0.0
2021-09-27,29.809552138665385,0.0
2021-09-28,29.809552138665385,0.0
2021-09-29,29.809552138665385,0.0
2021-09-30,29.809552138665385,0.0
2021-10-01,29.809552138665385,0.0
2021-10-04,29.809552138665385,0.0
2021-10-05,29.809552138665385,0.0
2021-10-06,29.809552138665385,0.0
2021-10-07,29.809552138665385,0.0
2021-10-08,29.809552138665385,0.0
2021-10-11,29.809552138665385,0.0
2021-10-12,29.809552138665385,0.0
2021-10-13,29.809552138665385,0.0
2021-10-14,29.809552138665385,0.0
2021-10-15,29.809552138665385,0.0
2021-10-18,29.809552138665385,0.0
2021-10-19,29.80955213866538,0.0
2021-10-20,29.80955213866538,0.0
2021-10-21,29.80955213866538,0.0
2021-10-22,29.80955213866538,0.0
2021-10-25,29.809552138665385,0.0
2021-10-26,29.809552138665385,0.0
2021-10-27,29.809552138665385,0.0
2021-10-28,29.80955213866539,0.0
2021-10-29,29.80955213866539,0.0
2021-11-01,29.80955213866539,0.0
2021-11-02,29.80955213866539,0.0
2021-11-03,29.80955213866539,0.0
2021-11-04,29.809552138665385,0.0
2021-11-05,29.809552138665385,0.0
2021-11-08,29.809552138665385,0.0
2021-11-09,29.80955213866538,0.0
2021-11-10,29.80955213866538,0.0
2021-11-11,29.80955213866538,0.0
2021-11-12,29.80955213866538,0.0
2021-11-15,29.809552138665378,0.0
2021-11-16,29.809552138665378,0.0
2021-11-17,29.809552138665378,0.0
2021-11-18,29.809552138665378,0.0
2021-11-19,29.809552138665378,0.0
2021-11-22,29.809552138665378,0.0
2021-11-23,29.809552138665374,0.0
2021-11-24,29.809552138665374,0.0
2021-11-26,29.809552138665374,0.0
2021-11-29,29.809552138665374,0.0
2021-11-30,29.809552138665374,0.0
2021-12-01,0.0,13023.994194529148
2021-12-02,29.35986502920101,0.0
2021-12-03,0.0,12910.666441584555
2021-12-06,29.016215898195043,0.0
2021-12-07,29.016215898195043,0.0
2021-12-08,29.016215898195043,0.0
2021-12-09,29.016215898195043,0.0
2021-12-10,29.016215898195043,0.0
2021-12-13,29.016215898195043,0.0
2021-12-14,29.016215898195043,0.0
2021-12-15,29.016215898195043,0.0
2021-12-16,29.016215898195046,0.0
2021-12-17,29.016215898195046,0.0
2021-12-20,29.016215898195046,0.0
2021-12-21,29.016215898195046,0.0
2021-12-22,29.016215898195046,0.0
2021-12-23,29.016215898195046,0.0
2021-12-27,29.016215898195046,0.0
2021-12-28,29.016215898195046,0.0
2021-12-29,29.016215898195046,0.0
2021-12-30,29.016215898195046,0.0
2021-12-31,29.016215898195046,0.0
2022-01-03,29.016215898195046,0.0
2022-01-04,29.016215898195046,0.0
2022-01-05,29.016215898195046,0.0
2022-01-06,29.016215898195046,0.0
2022-01-07,29.016215898195046,0.0
2022-01-10,29.016215898195046,0.0
2022-01-11,29.016215898195043,0.0
2022-01-12,29.016215898195043,0.0
2022-01-13,29.016215898195043,0.0
2022-01-14,29.016215898195043,0.0
2022-01-18,29.016215898195043,0.0
2022-01-19,29.016215898195043,0.0
2022-01-20,29.016215898195043,0.0
2022-01-21,29.016215898195043,0.0
2022-01-24,29.016215898195043,0.0
2022-01-25,0.0,12269.238761748125
2022-01-26,0.0,12269.238761748125
2022-01-27,0.0,12269.238761748125
2022-01-28,28.525114761461836,0.0
2022-01-31,28.525114761461836,0.0
2022-02-01,28.525114761461836,0.0
2022-02-02,28.525114761461836,0.0
2022-02-03,28.525114761461836,0.0
2022-02-04,28.52511476146184,0.0
2022-02-07,28.52511476146184,0.0
2022-02-08,28.52511476146184,0.0
2022-02-09,28.52511476146184,0.0
2022-02-10,28.525114761461843,0.0
2022-02-11,28.525114761461843,0.0
2022-02-14,28.525114761461843,0.0
2022-02-15,28.525114761461843,0.0
2022-02-16,28.525114761461843,0.0
2022-02-17,28.525114761461843,0.0
2022-02-18,28.525114761461847,0.0
2022-02-22,28.525114761461847,0.0
2022-02-23,0.0,11714.007083069966
2022-02-24,0.0,11714.007083069966
2022-02-25,27.4955438895914,0.0
2022-02-28,0.0,11684.037040922001
2022-03-01,0.0,11684.037040922001
2022-03-02,0.0,11684.037040922001
2022-03-03,0.0,11684.037040922001
2022-03-04,0.0,11684.037040922001
2022-03-07,0.0,11684.037040922001
2022-03-08,0.0,11684.037040922001
2022-03-09,0.0,11684.037040922001
2022-03-10,0.0,11684.037040922001
2022-03-11,0.0,11684.037040922001
2022-03-14,0.0,11684.037040922001
2022-03-15,28.1703979056752,0.0
2022-03-16,28.1703979056752,0.0
2022-03-17,28.1703979056752,0.0
2022-03-18,28.170397905675195,0.0
2022-03-21,28.170397905675195,0.0
2022-03-22,28.170397905675195,0.0
2022-03-23,28.170397905675195,0.0
2022-03-24,28.170397905675195,0.0
2022-03-25,28.170397905675195,0.0
2022-03-28,28.1703979056752,0.0
2022-03-29,28.1703979056752,0.0
2022-03-30,28.1703979056752,0.0
2022-03-31,28.1703979056752,0.0
2022-04-01,28.170397905675195,0.0
2022-04-04,28.170397905675195,0.0
2022-04-05,28.170397905675195,0.0
2022-04-06,28.170397905675195,0.0
2022-04-07,28.1703979056752,0.0
2022-04-08,28.1703979056752,0.0
2022-04-11,28.1703979056752,0.0
2022-04-12,28.1703979056752,0.0
2022-04-13,28.1703979056752,0.0
2022-04-14,28.1703979056752,0.0
2022-04-18,28.170397905675202,0.0
2022-04-19,28.170397905675202,0.0
2022-04-20,28.170397905675202,0.0
2022-04-21,28.170397905675205,0.0
2022-04-22,28.170397905675205,0.0
2022-04-25,28.170397905675205,0.0
2022-04-26,0.0,11443.393686400495
2022-04-27,0.0,11443.393686400495
2022-04-28,27.399316299026136,0.0
2022-04-29,0.0,11020.494503986423
2022-05-02,0.0,11020.494503986423
2022-05-03,27.111094654308136,0.0
2022-05-04,27.111094654308136,0.0
2022-05-05,0.0,10952.473522055598
2022-05-06,0.0,10952.473522055598
2022-05-09,0.0,10952.473522055598
2022-05-10,0.0,10952.473522055598
2022-05-11,0.0,10952.473522055598
2022-05-12,0.0,10952.473522055598
2022-05-13,27.92702121891961,0.0
2022-05-16,27.927021218919606,0.0
2022-05-17,27.927021218919606,0.0
2022-05-18,0.0,10683.65037487194
2022-05-19,28.09911817361546,0.0
2022-05-20,28.09911817361546,0.0
2022-05-23,28.09911817361546,0.0
2022-05-24,28.09911817361546,0.0
2022-05-25,28.09911817361546,0.0
2022-05-26,28.09911817361546,0.0
2022-05-27,28.09911817361546,0.0
2022-05-31,28.09911817361546,0.0
2022-06-01,28.09911817361546,0.0
2022-06-02,28.09911817361546,0.0
2022-06-03,28.09911817361546,0.0
2022-06-06,28.09911817361546,0.0
2022-06-07,28.09911817361546,0.0
2022-06-08,28.09911817361546,0.0
2022-06-09,28.09911817361546,0.0
2022-06-10,28.09911817361546,0.0
2022-06-13,0.0,10286.986147854002
2022-06-14,0.0,10286.986147854002
2022-06-15,27.787893686496258,0.0
2022-06-16,0.0,9946.526784887701
2022-06-17,0.0,9946.526784887701
2022-06-21,0.0,9946.526784887701
2022-06-22,27.0963675247089,0.0
2022-06-23,27.096367524708896,0.0
2022-06-24,27.096367524708892,0.0
2022-06-27,27.096367524708892,0.0
2022-06-28,27.09636752470889,0.0
2022-06-29,27.096367524708885,0.0
2022-06-30,27.096367524708885,0.0
2022-07-01,27.096367524708885,0.0
2022-07-05,27.096367524708885,0.0
2022-07-06,27.096367524708885,0.0
2022-07-07,27.09636752470889,0.0
2022-07-08,27.096367524708892,0.0
2022-07-11,27.096367524708892,0.0
2022-07-12,27.096367524708892,0.0
2022-07-13,27.096367524708892,0.0
2022-07-14,27.096367524708892,0.0
2022-07-15,27.096367524708892,0.0
2022-07-18,27.096367524708892,0.0
2022-07-19,27.096367524708892,0.0
2022-07-20,27.096367524708892,0.0
2022-07-21,27.096367524708892,0.0
2022-07-22,27.096367524708896,0.0
2022-07-25,27.096367524708896,0.0
2022-07-26,27.096367524708896,0.0
2022-07-27,27.0963675247089,0.0
2022-07-28,27.096367524708903,0.0
2022-07-29,27.096367524708903,0.0
2022-08-01,27.096367524708903,0.0
2022-08-02,27.096367524708903,0.0
2022-08-03,27.096367524708903,0.0
2022-08-04,27.096367524708903,0.0
2022-08-05,27.096367524708903,0.0
2022-08-08,27.096367524708903,0.0
2022-08-09,27.0963675247089,0.0
2022-08-10,27.0963675247089,0.0
2022-08-11,27.0963675247089,0.0
2022-08-12,27.0963675247089,0.0
2022-08-15,27.0963675247089,0.0
2022-08-16,27.0963675247089,0.0
2022-08-17,27.0963675247089,0.0
2022-08-18,27.0963675247089,0.0
2022-08-19,27.096367524708896,0.0
2022-08-22,27.096367524708896,0.0
2022-08-23,27.096367524708896,0.0
2022-08-24,27.096367524708896,0.0
2022-08-25,27.096367524708896,0.0
2022-08-26,27.0963675247089,0.0
2022-08-29,27.096367524708903,0.0
2022-08-30,27.096367524708903,0.0
2022-08-31,27.0963675247089,0.0
2022-09-01,27.0963675247089,0.0
2022-09-02,27.0963675247089,0.0
2022-09-06,27.096367524708896,0.0
2022-09-07,27.096367524708896,0.0
2022-09-08,27.096367524708896,0.0
2022-09-09,27.0963675247089,0.0
2022-09-12,27.0963675247089,0.0
2022-09-13,27.0963675247089,0.0
2022-09-14,27.0963675247089,0.0
2022-09-15,27.0963675247089,0.0
2022-09-16,27.0963675247089,0.0
2022-09-19,27.096367524708896,0.0
2022-09-20,27.0963675247089,0.0
2022-09-21,27.0963675247089,0.0
2022-09-22,27.0963675247089,0.0
2022-09-23,27.096367524708896,0.0
2022-09-26,0.0,9718.485813165546
2022-09-27,0.0,9718.485813165546
2022-09-28,0.0,9718.485813165546
2022-09-29,0.0,9718.485813165546
2022-09-30,0.0,9718.485813165546
2022-10-03,0.0,9718.485813165546
2022-10-04,26.117090117482583,0.0
2022-10-05,26.117090117482583,0.0
2022-10-06,0.0,9595.83878474519
2022-10-07,0.0,9595.83878474519
2022-10-10,0.0,9595.83878474519
2022-10-11,0.0,9595.83878474519
2022-10-12,0.0,9595.83878474519
2022-10-13,0.0,9595.83878474519
2022-10-14,0.0,9595.83878474519
2022-10-17,0.0,9595.83878474519
2022-10-18,0.0,9595.83878474519
2022-10-19,0.0,9595.83878474519
2022-10-20,26.67386867836463,0.0
2022-10-21,26.67386867836463,0.0
2022-10-24,26.67386867836463,0.0
2022-10-25,26.67386867836463,0.0
2022-10-26,26.67386867836463,0.0
2022-10-27,26.673868678364634,0.0
2022-10-28,26.673868678364634,0.0
2022-10-31,26.673868678364634,0.0
2022-11-01,26.673868678364634,0.0
2022-11-02,26.673868678364634,0.0
2022-11-03,26.673868678364634,0.0
2022-11-04,26.673868678364634,0.0
2022-11-07,26.673868678364634,0.0
2022-11-08,26.673868678364634,0.0
2022-11-09,26.673868678364634,0.0
2022-11-10,26.673868678364638,0.0
2022-11-11,26.673868678364638,0.0
2022-11-14,26.673868678364638,0.0
2022-11-15,26.673868678364634,0.0
2022-11-16,26.673868678364634,0.0
2022-11-17,26.673868678364634,0.0
2022-11-18,26.673868678364634,0.0
2022-11-21,26.673868678364634,0.0
2022-11-22,26.673868678364634,0.0
2022-11-23,26.673868678364634,0.0
2022-11-25,26.673868678364634,0.0
2022-11-28,26.673868678364634,0.0
2022-11-29,26.673868678364634,0.0
2022-11-30,26.673868678364634,0.0
2022-12-01,26.673868678364634,0.0
