date,strategy,benchmark
2020-06-05,9628.393425569782,3193.929931640625
2020-06-08,9744.776480605608,3232.389892578125
2020-06-09,9672.1118380909,3207.179931640625
2020-06-10,9618.142325811334,3190.139892578125
2020-06-11,9063.667227197448,3002.10009765625
2020-06-12,9063.667227197448,3041.31005859375
2020-06-15,9063.667227197448,3066.590087890625
2020-06-16,9063.667227197448,3124.739990234375
2020-06-17,9063.667227197448,3113.489990234375
2020-06-18,9063.667227197448,3115.340087890625
2020-06-19,9063.667227197448,3097.739990234375
2020-06-22,9063.667227197448,3117.860107421875
2020-06-23,9063.667227197448,3131.2900390625
2020-06-24,9063.667227197448,3050.330078125
2020-06-25,9063.667227197448,3083.760009765625
2020-06-26,9063.667227197448,3009.050048828125
2020-06-29,9063.667227197448,3053.239990234375
2020-06-30,9063.667227197448,3100.2900390625
2020-07-01,9063.667227197448,3115.860107421875
2020-07-02,9113.583153259662,3130.010009765625
2020-07-06,9254.271099788837,3179.719970703125
2020-07-07,9158.82315832963,3145.320068359375
2020-07-08,9228.877468617087,3169.93994140625
2020-07-09,9176.335327491557,3152.050048828125
2020-07-10,9270.033084868526,3185.0400390625
2020-07-13,9189.764046774913,3155.219970703125
2020-07-14,9189.764046774913,3197.52001953125
2020-07-15,9274.192344888264,3226.56005859375
2020-07-16,9243.646363859463,3215.570068359375
2020-07-17,9270.445702437624,3224.72998046875
2020-07-20,9345.365574460258,3251.840087890625
2020-07-21,9365.248177272293,3257.300048828125
2020-07-22,9418.555799077427,3276.02001953125
2020-07-23,9306.176917971345,3235.659912109375
2020-07-24,9246.241761895533,3215.6298828125
2020-07-27,9313.669275944756,3239.409912109375
2020-07-28,9254.597089715939,3218.43994140625
2020-07-29,9368.41734365991,3258.43994140625
2020-07-30,9334.992324666811,3246.219970703125
2020-07-31,9408.758171491265,3271.1201171875
2020-08-03,9474.171471278923,3294.610107421875
2020-08-04,9510.764729731767,3306.510009765625
2020-08-05,9569.835062104847,3327.77001953125
2020-08-06,9633.805135198878,3349.159912109375
2020-08-07,9640.722797892873,3351.280029296875
2020-08-10,9669.537277660469,3360.469970703125
2020-08-11,9589.717664916883,3333.68994140625
2020-08-12,9723.421448600759,3380.35009765625
2020-08-13,9705.844115401476,3373.429931640625
2020-08-14,9706.133316896923,3372.85009765625
2020-08-17,9736.964791709692,3381.989990234375
2020-08-18,9757.999565864167,3389.780029296875
2020-08-19,9717.370463465235,3374.85009765625
2020-08-20,9747.626316070719,3385.510009765625
2020-08-21,9782.203506406258,3397.159912109375
2020-08-24,9881.330099754594,3431.280029296875
2020-08-25,9915.908217018003,3443.6201171875
2020-08-26,10015.320304150306,3478.72998046875
2020-08-27,10037.218048151775,3484.550048828125
2020-08-28,10102.051091092799,3508.010009765625
2020-08-31,10065.458759567826,3500.31005859375
2020-09-01,10160.261234402496,3526.64990234375
2020-09-02,10307.21823277199,3580.840087890625
2020-09-03,9952.50425625446,3455.06005859375
2020-09-04,9952.50425625446,3426.9599609375
2020-09-08,9952.50425625446,3331.840087890625
2020-09-09,9952.50425625446,3398.9599609375
2020-09-10,9779.691718531756,3339.18994140625
2020-09-11,9784.669384437602,3340.969970703125
2020-09-14,9913.548814861837,3383.5400390625
2020-09-15,9963.63451696727,3401.199951171875
2020-09-16,9924.093024430706,3385.489990234375
2020-09-17,9836.805323342413,3357.010009765625
2020-09-18,9723.558948513446,3319.469970703125
2020-09-21,9615.341118628547,3281.06005859375
2020-09-22,9713.269134135679,3315.570068359375
2020-09-23,9488.005961234729,3236.919921875
2020-09-24,9513.29472763884,3246.590087890625
2020-09-25,9667.097349155532,3298.4599609375
2020-09-28,9827.663113937826,3351.60009765625
2020-09-29,9774.139307934905,3335.469970703125
2020-09-30,9848.247453715421,3363.0
2020-10-01,9911.47408074776,3380.800048828125
2020-10-02,9817.367646333589,3348.419921875
2020-10-05,9991.459697647084,3408.60009765625
2020-10-06,9849.424267025359,3360.969970703125
2020-10-07,10020.868723942594,3419.43994140625
2020-10-08,10109.67996956425,3446.830078125
2020-10-09,10199.9601118634,3477.139892578125
2020-10-12,10364.05160555345,3534.219970703125
2020-10-13,10296.416404079799,3511.929931640625
2020-10-14,10231.720880369965,3488.669921875
2020-10-15,10219.073670554675,3483.340087890625
2020-10-16,10212.896578433016,3483.81005859375
2020-10-19,10057.628829056472,3426.919921875
2020-10-20,10097.914663078103,3443.1201171875
2020-10-21,10078.80298879565,3435.56005859375
2020-10-22,10134.087774843627,3453.489990234375
2020-10-23,10168.494253337627,3465.389892578125
2020-10-26,9980.580063307727,3400.969970703125
2020-10-27,9980.580063307727,3390.679931640625
2020-10-28,9980.580063307727,3271.030029296875
2020-10-29,9980.580063307727,3310.110107421875
2020-10-30,9980.580063307727,3269.9599609375
2020-11-02,9980.580063307727,3310.239990234375
2020-11-03,9980.580063307727,3369.159912109375
2020-11-04,9980.580063307727,3443.43994140625
2020-11-05,10175.22993403712,3510.449951171875
2020-11-06,10172.90380869543,3509.43994140625
2020-11-09,10300.735519549735,3550.5
2020-11-10,10285.628270932039,3545.530029296875
2020-11-11,10362.035763848377,3572.659912109375
2020-11-12,10261.513453314132,3537.010009765625
2020-11-13,10403.57930131334,3585.14990234375
2020-11-16,10533.44206678772,3626.909912109375
2020-11-17,10476.78941906013,3609.530029296875
2020-11-18,10350.706723618803,3567.7900390625
2020-11-19,10394.282246526307,3581.8701171875
2020-11-20,10323.10597586699,3557.5400390625
2020-11-23,10384.98612256174,3577.590087890625
2020-11-24,10552.327523793538,3635.409912109375
2020-11-25,10536.055816271299,3629.64990234375
2020-11-27,10565.399994501297,3638.35009765625
2020-11-30,10518.626165601776,3621.6298828125
2020-12-01,10633.672099067746,3662.449951171875
2020-12-02,10656.042555385004,3669.010009765625
2020-12-03,10653.137458469671,3666.719970703125
2020-12-04,10744.942616612992,3699.1201171875
2020-12-07,10722.861646082556,3691.9599609375
2020-12-08,10754.24060222249,3702.25
2020-12-09,10657.785985863187,3672.820068359375
2020-12-10,10654.300055729282,3668.10009765625
2020-12-11,10641.806556595166,3663.4599609375
2020-12-14,10594.161477867787,3647.489990234375
2020-12-15,10737.386199836745,3694.6201171875
2020-12-16,10754.240602222488,3701.169921875
2020-12-17,10814.377318439052,3722.47998046875
2020-12-18,10771.196464256987,3709.409912109375
2020-12-21,10732.68554638515,3694.919921875
2020-12-22,10714.595942587473,3687.260009765625
2020-12-23,10724.222508527351,3690.010009765625
2020-12-24,10765.944763905723,3703.06005859375
2020-12-28,10858.43314573884,3735.360107421875
2020-12-29,10837.71769176553,3727.0400390625
2020-12-30,10853.180514565109,3732.0400390625
2020-12-31,10908.323368253396,3756.070068359375
2021-01-04,10759.819021259202,3700.64990234375
2021-01-05,10833.924590217957,3726.860107421875
2021-01-06,10898.69680231352,3748.139892578125
2021-01-07,11060.622678440095,3803.7900390625
2021-01-08,11123.64308265528,3824.679931640625
2021-01-11,11048.659748111406,3799.610107421875
2021-01-12,11050.995181677752,3801.18994140625
2021-01-13,11080.754506727435,3809.840087890625
2021-01-14,11041.947587311517,3795.5400390625
2021-01-15,10961.425859096953,3768.25
2021-01-19,11047.493427561933,3798.909912109375
2021-01-20,11200.375432612136,3851.85009765625
2021-01-21,11210.587485882916,3853.070068359375
2021-01-22,11170.906524171742,3841.469970703125
2021-01-25,11214.962351471528,3855.360107421875
2021-01-26,11197.458235004751,3849.6201171875
2021-01-27,10923.788052697908,3750.77001953125
2021-01-28,10923.788052697908,3787.3798828125
2021-01-29,10923.788052697908,3714.239990234375
2021-02-01,10923.788052697908,3773.860107421875
2021-02-02,10923.788052697908,3826.31005859375
2021-02-03,10932.376790190057,3830.169921875
2021-02-04,11056.632612106678,3871.739990234375
2021-02-05,11100.149003854094,3886.830078125
2021-02-08,11180.312989524726,3915.590087890625
2021-02-09,11172.870574009887,3911.22998046875
2021-02-10,11168.002130871191,3909.8798828125
2021-02-11,11186.038205583514,3916.3798828125
2021-02-12,11241.296405313657,3934.830078125
2021-02-16,11231.560432440232,3932.590087890625
2021-02-17,11234.137145028273,3931.330078125
2021-02-18,11186.324101024868,3913.969970703125
2021-02-19,11166.56991345253,3906.7099609375
2021-02-22,11080.680711723107,3876.5
2021-02-23,11094.13606554602,3881.3701171875
2021-02-24,11216.386052353337,3925.429931640625
2021-02-25,10946.118952858287,3829.340087890625
2021-02-26,10889.718998170665,3811.14990234375
2021-03-01,11153.688177320255,3901.820068359375
2021-03-02,11066.651740209558,3870.2900390625
2021-03-03,10920.065931536525,3819.719970703125
2021-03-04,10784.933295192965,3768.469970703125
2021-03-05,10983.339251068177,3841.93994140625
2021-03-08,10928.655582432637,3821.35009765625
2021-03-09,11084.691468537743,3875.43994140625
2021-03-10,11153.688177320253,3898.81005859375
2021-03-11,11266.773982136852,3939.340087890625
2021-03-12,11281.949275627714,3943.340087890625
2021-03-15,11349.230611762106,3968.93994140625
2021-03-16,11334.914831403237,3962.7099609375
2021-03-17,11373.565520223858,3974.1201171875
2021-03-18,11208.08412370651,3915.4599609375
2021-03-19,11187.346200062808,3913.10009765625
2021-03-22,11276.677107936059,3940.590087890625
2021-03-23,11187.921644561378,3910.52001953125
2021-03-24,11131.04763321541,3889.139892578125
2021-03-25,11193.666042103454,3909.52001953125
2021-03-26,11374.0505377298,3974.5400390625
2021-03-29,11368.307966995657,3971.090087890625
2021-03-30,11338.14554123093,3958.550048828125
2021-03-31,11384.102548375457,3972.889892578125
2021-04-01,11507.040328369161,4019.8701171875
2021-04-05,11672.202946902382,4077.909912109375
2021-04-06,11665.3094871711,4073.93994140625
2021-04-07,11678.811424596277,4079.949951171875
2021-04-08,11734.245911291855,4097.169921875
2021-04-09,11819.556014906842,4128.7998046875
2021-04-12,11823.866368222321,4127.990234375
2021-04-13,11858.909111377303,4141.58984375
2021-04-14,11818.410606333498,4124.66015625
2021-04-15,11945.367363777532,4170.419921875
2021-04-16,11985.292251130699,4185.47021484375
2021-04-19,11926.40966446353,4163.259765625
2021-04-20,11839.089158719411,4134.93994140625
2021-04-21,11951.11084791564,4173.419921875
2021-04-22,11841.9599873845,4134.97998046875
2021-04-23,11970.357182882892,4180.169921875
2021-04-26,11995.347001988252,4187.6201171875
2021-04-27,11992.761155360551,4186.72021484375
2021-04-28,11989.313968792927,4183.18017578125
2021-04-29,12065.719297143534,4211.47021484375
2021-04-30,11986.441313319907,4181.169921875
2021-05-03,12012.294299173122,4192.66015625
2021-05-04,11938.185268392997,4164.66015625
2021-05-05,11941.920177209908,4167.58984375
2021-05-06,12037.284118278481,4201.6201171875
2021-05-07,12124.892346271885,4232.60009765625
2021-05-10,12004.8272217512,4188.43017578125
2021-05-11,11897.68493654126,4152.10009765625
2021-05-12,11644.916830226533,4063.0400390625
2021-05-13,11784.800994001142,4112.5
2021-05-14,11965.761847530022,4173.85009765625
2021-05-17,11935.312612919975,4163.2900390625
2021-05-18,11832.482507833445,4127.830078125
2021-05-19,11801.461482340692,4115.68017578125
2021-05-20,11928.419153188692,4159.1201171875
2021-05-21,11918.653037984388,4155.85986328125
2021-05-24,12040.155860347531,4197.0498046875
2021-05-25,12013.44244795836,4188.1298828125
2021-05-26,12037.284118278478,4195.990234375
2021-05-27,12043.604873723089,4200.8798828125
2021-05-28,12065.146592856858,4204.10986328125
2021-06-01,12054.518224308667,4202.0400390625
2021-06-02,12073.475010218703,4208.1201171875
2021-06-03,12028.665238455453,4192.85009765625
2021-06-04,12138.678352330482,4229.89013671875
2021-06-07,12126.900921593082,4226.52001953125
2021-06-08,12129.487681624749,4227.259765625
2021-06-09,12111.390408846706,4219.5498046875
2021-06-10,12167.688062290139,4239.18017578125
2021-06-11,12187.79665060128,4247.43994140625
2021-06-14,12215.082767277123,4255.14990234375
2021-06-15,12192.680621607395,4246.58984375
2021-06-16,12124.604624022597,4223.7001953125
2021-06-17,12120.581992956402,4221.85986328125
2021-06-18,11957.070808793682,4166.4501953125
2021-06-21,12128.247279038942,4224.7900390625
2021-06-22,12193.089826584155,4246.43994140625
2021-06-23,12178.390416559572,4241.83984375
2021-06-24,12250.434240972605,4266.490234375
2021-06-25,12293.950632720022,4280.7001953125
2021-06-28,12318.734935933036,4290.60986328125
2021-06-29,12325.363508514183,4291.7998046875
2021-06-30,12335.7361239519,4297.5
2021-07-01,12404.034078700432,4319.93994140625
2021-07-02,12498.844496965621,4352.33984375
2021-07-06,12476.079729921397,4343.5400390625
2021-07-07,12520.169739359453,4358.1298828125
2021-07-08,12418.156217418515,4320.81982421875
2021-07-09,12550.717621597827,4369.5498046875
2021-07-12,12595.672624591669,4384.6298828125
2021-07-13,12552.73259074679,4369.2099609375
2021-07-14,12571.464679281191,4374.2998046875
2021-07-15,12528.52647224424,4360.02978515625
2021-07-16,12430.258819967803,4327.16015625
2021-07-19,12246.688371308104,4258.490234375
2021-07-20,12422.190722736264,4323.06005859375
2021-07-21,12522.763806622846,4358.68994140625
2021-07-22,12548.986721082285,4367.47998046875
2021-07-23,12678.09271805828,4411.7900390625
2021-07-26,12709.214217987292,4422.2998046875
2021-07-27,12651.29253229234,4401.4599609375
2021-07-28,12646.101657553652,4400.64013671875
2021-07-29,12698.551140088395,4419.14990234375
2021-07-30,12636.883584728941,4395.259765625
2021-08-02,12610.371121212285,4387.16015625
2021-08-03,12712.960087651794,4423.14990234375
2021-08-04,12650.427538736554,4402.66015625
2021-08-05,12730.538546977159,4429.10009765625
2021-08-06,12751.574240313774,4436.52001953125
2021-08-09,12741.20162487606,4432.35009765625
2021-08-10,12757.051010493815,4436.75
2021-08-11,12788.750695133296,4442.41015625
2021-08-12,12827.078952353924,4460.830078125
2021-08-13,12850.420990704648,4468.0
2021-08-16,12880.679323885806,4479.7099609375
2021-08-17,12796.243347866266,4448.080078125
2021-08-18,12656.19020435795,4400.27001953125
2021-08-19,12675.785459640209,4405.7998046875
2021-08-20,12776.648092584008,4441.669921875
2021-08-23,12889.038796982493,4479.52978515625
2021-08-24,12909.498132416573,4486.22998046875
2021-08-25,12936.586953835766,4496.18994140625
2021-08-26,12860.219988451729,4470.0
2021-08-27,12975.202019901712,4509.3701171875
2021-08-30,13032.261452252777,4528.7900390625
2021-08-31,13012.953919219803,4522.68017578125
2021-09-01,13019.867473838338,4524.08984375
2021-09-02,13059.926631574504,4536.9501953125
2021-09-03,13056.756206408572,4535.43017578125
2021-09-07,13010.071216303157,4520.02978515625
2021-09-08,12994.220003877468,4514.06982421875
2021-09-09,12938.602836388693,4493.27978515625
2021-09-10,12836.590227851719,4458.580078125
2021-09-13,12869.439888084373,4468.72998046875
2021-09-14,12799.990130934733,4443.0498046875
2021-09-15,12906.904065153178,4480.7001953125
2021-09-16,12886.443816315134,4473.75
2021-09-17,12760.917449481829,4432.990234375
2021-09-20,12548.137255393924,4357.72998046875
2021-09-21,12536.286752339245,4354.18994140625
2021-09-22,12658.575102113135,4395.64013671875
2021-09-23,12812.376802117444,4448.97998046875
2021-09-24,12833.481914155474,4455.47998046875
2021-09-27,12796.764901530843,4443.10986328125
2021-09-28,12538.888126834368,4352.6298828125
2021-09-29,12559.9904986605,4359.4599609375
2021-09-30,12406.479261117374,4307.5400390625
2021-10-01,12553.92001590257,4357.0400390625
2021-10-04,12392.023729951708,4300.4599609375
2021-10-05,12520.96257400193,4345.72021484375
2021-10-06,12573.000111348012,4363.5498046875
2021-10-07,12681.702490531854,4399.759765625
2021-10-08,12658.575102113135,4391.33984375
2021-10-11,12566.928715186114,4361.18994140625
2021-10-12,12535.99628987806,4350.64990234375
2021-10-13,12581.09469729456,4363.7998046875
2021-10-14,12792.716695153598,4438.259765625
2021-10-15,12890.144015781332,4471.3701171875
2021-10-18,12928.30603348015,4486.4599609375
2021-10-19,13028.044266141824,4519.6298828125
2021-10-20,13079.21680993212,4536.18994140625
2021-10-21,13113.32970784973,4549.77978515625
2021-10-22,13099.74191045175,4544.89990234375
2021-10-25,13169.993636283523,4566.47998046875
2021-10-26,13181.845966146133,4574.7900390625
2021-10-27,13123.450223792834,4551.68017578125
2021-10-28,13250.074502193249,4596.419921875
2021-10-29,13276.962374739926,4605.3798828125
2021-11-01,13299.800214101426,4613.669921875
2021-11-02,13353.574132386846,4630.64990234375
2021-11-03,13435.099089966794,4660.56982421875
2021-11-04,13498.412599272951,4680.06005859375
2021-11-05,13545.24738762879,4697.52978515625
2021-11-08,13556.810168434182,4701.7001953125
2021-11-09,13512.001310074898,4685.25
2021-11-10,13403.29801748709,4646.7099609375
2021-11-11,13407.635772921549,4649.27001953125
2021-11-12,13508.82083746534,4682.85009765625
2021-11-15,13513.446315149085,4682.7998046875
2021-11-16,13566.92977097332,4700.89990234375
2021-11-17,13533.97232907268,4688.669921875
2021-11-18,13579.940297064797,4704.5400390625
2021-11-19,13555.65471241721,4697.9599609375
2021-11-22,13517.493608122359,4682.93994140625
2021-11-23,13535.419160954798,4690.7001953125
2021-11-24,13571.556162061028,4701.4599609375
2021-11-26,13268.866875389404,4594.6201171875
2021-11-29,13431.629981703984,4655.27001953125
2021-11-30,13170.284098744702,4567.0
2021-12-01,13023.998799976476,4513.0400390625
2021-12-02,13023.998799976476,4577.10009765625
2021-12-03,12910.675714742809,4538.43017578125
2021-12-06,12910.675714742809,4591.669921875
2021-12-07,13177.730606198986,4686.75
2021-12-08,13212.624040797624,4701.2099609375
2021-12-09,13123.417551804612,4667.4501953125
2021-12-10,13246.955567159337,4712.02001953125
2021-12-13,13129.60921155452,4668.97021484375
2021-12-14,13039.276238801725,4634.08984375
2021-12-15,13243.016874928997,4709.85009765625
2021-12-16,13126.232427561104,4668.669921875
2021-12-17,12986.531548536996,4620.64013671875
2021-12-20,12848.439042931552,4568.02001953125
2021-12-21,13076.615574602547,4649.22998046875
2021-12-22,13207.364152934262,4696.56005859375
2021-12-23,13289.54234348916,4725.7900390625
2021-12-27,13477.616231130913,4791.18994140625
2021-12-28,13466.603896601566,4786.35009765625
2021-12-29,13483.8292291683,4793.06005859375
2021-12-30,13446.5530191346,4778.72998046875
2021-12-31,13412.666040428683,4766.18017578125
2022-01-03,13490.323181324147,4796.56005859375
2022-01-04,13485.805688045963,4793.5400390625
2022-01-05,13226.849565783054,4700.580078125
2022-01-06,13214.42356970828,4696.0498046875
2022-01-07,13162.181218294598,4677.02978515625
2022-01-10,13145.802304464498,4670.2900390625
2022-01-11,13265.537659171556,4713.06982421875
2022-01-12,13301.401096755137,4726.35009765625
2022-01-13,13118.126545605342,4659.02978515625
2022-01-14,13123.492235810785,4662.85009765625
2022-01-18,12891.08094317069,4577.10986328125
2022-01-19,12757.224087629656,4532.759765625
2022-01-20,12616.027750291454,4482.72998046875
2022-01-21,12368.366694866978,4397.93994140625
2022-01-24,12420.892667685057,4410.1298828125
2022-01-25,12269.24501495912,4356.4501953125
2022-01-26,12269.24501495912,4349.93017578125
2022-01-27,12269.24501495912,4326.509765625
2022-01-28,12269.24501495912,4431.85009765625
2022-01-31,12490.229536949182,4515.5498046875
2022-02-01,12574.624928655809,4546.5400390625
2022-02-02,12696.774796420801,4589.3798828125
2022-02-03,12398.337440967696,4477.43994140625
2022-02-04,12456.637274456969,4500.52978515625
2022-02-07,12416.66009594192,4483.8701171875
2022-02-08,12518.823122544121,4521.5400390625
2022-02-09,12702.048798238979,4587.18017578125
2022-02-10,12473.848141179165,4504.080078125
2022-02-11,12227.88159731851,4418.64013671875
2022-02-14,12187.90441880346,4401.669921875
2022-02-15,12384.457568764736,4471.06982421875
2022-02-16,12398.337440967696,4475.009765625
2022-02-17,12133.491473959439,4380.259765625
2022-02-18,12054.925978197003,4348.8701171875
2022-02-22,11925.557353220156,4304.759765625
2022-02-23,11714.013416851263,4225.5
2022-02-24,11714.013416851263,4288.7001953125
2022-02-25,11714.013416851263,4384.64990234375
2022-02-28,11684.042327257897,4373.93994140625
2022-03-01,11684.042327257897,4306.259765625
2022-03-02,11684.042327257897,4386.5400390625
2022-03-03,11684.042327257897,4363.490234375
2022-03-04,11684.042327257897,4328.8701171875
2022-03-07,11684.042327257897,4201.08984375
2022-03-08,11684.042327257897,4170.7001953125
2022-03-09,11684.042327257897,4277.8798828125
2022-03-10,11684.042327257897,4259.52001953125
2022-03-11,11684.042327257897,4204.31005859375
2022-03-14,11684.042327257897,4173.10986328125
2022-03-15,11684.042327257897,4262.4501953125
2022-03-16,11943.126109427865,4357.85986328125
2022-03-17,12092.544835152477,4411.669921875
2022-03-18,12224.991752270667,4463.1201171875
2022-03-21,12221.417331589191,4461.18017578125
2022-03-22,12364.424370083181,4511.60986328125
2022-03-23,12205.190445718368,4456.240234375
2022-03-24,12389.175140095414,4520.16015625
2022-03-25,12449.678748703822,4543.06005859375
2022-03-28,12538.234783713411,4575.52001953125
2022-03-29,12693.34271656471,4631.60009765625
2022-03-30,12614.9644150145,4602.4501953125
2022-03-31,12420.803713534357,4530.41015625
2022-04-01,12456.004981298493,4545.85986328125
2022-04-04,12562.711063076837,4582.64013671875
2022-04-05,12404.02698318778,4525.1201171875
2022-04-06,12279.996052943387,4481.14990234375
2022-04-07,12341.87384115211,4500.2099609375
2022-04-08,12308.871951290992,4488.27978515625
2022-04-11,12098.48609029631,4412.52978515625
2022-04-12,12053.657796726691,4397.4501953125
2022-04-13,12191.714508582607,4446.58984375
2022-04-14,12039.905642585836,4392.58984375
2022-04-18,12044.856832402053,4391.68994140625
2022-04-19,12239.292887709142,4462.2099609375
2022-04-20,12230.216569557555,4459.4501953125
2022-04-21,12047.33242731016,4393.66015625
2022-04-22,11716.762821045088,4271.77978515625
2022-04-25,11784.691488021535,4296.1201171875
2022-04-26,11443.39689335575,4175.2001953125
2022-04-27,11443.39689335575,4183.9599609375
2022-04-28,11443.39689335575,4287.5
2022-04-29,11020.498161221094,4131.93017578125
2022-05-02,11020.498161221094,4155.3798828125
2022-05-03,11020.498161221094,4175.47998046875
2022-05-04,11356.103945553868,4300.169921875
2022-05-05,10952.476338029364,4146.8701171875
2022-05-06,10952.476338029364,4123.33984375
2022-05-09,10952.476338029364,3991.239990234375
2022-05-10,10952.476338029364,4001.050048828125
2022-05-11,10952.476338029364,3935.179931640625
2022-05-12,10952.476338029364,3930.080078125
2022-05-13,10952.476338029364,4023.889892578125
2022-05-16,10908.03619784613,4008.010009765625
2022-05-17,11132.418130682796,4088.85009765625
2022-05-18,10683.652553568176,3923.679931640625
2022-05-19,10683.652553568176,3900.7900390625
2022-05-20,10688.317418638226,3901.360107421875
2022-05-23,10888.296171959597,3973.75
2022-05-24,10805.176679711984,3941.47998046875
2022-05-25,10900.640241821042,3978.72998046875
2022-05-26,11118.451040263455,4057.840087890625
2022-05-27,11391.399028484557,4158.240234375
2022-05-31,11327.48142268808,4132.14990234375
2022-06-01,11235.85789347168,4101.22998046875
2022-06-02,11449.827798027512,4176.81982421875
2022-06-03,11261.919318500351,4108.5400390625
2022-06-06,11296.20840144881,4121.43017578125
2022-06-07,11404.563625553781,4160.68017578125
2022-06-08,11280.572751823098,4115.77001953125
